img	comment	related text	question	answer
04555-landscap.jpg	It is assumed that the figures were painted by an other artist (Nicolas-Antoine Taunay). The painting is signed lower left			
		The painting is signed lower left	What is signed lower left?	the painting
		It is assumed that the figures were painted by an other artist (Nicolas-Antoine Taunay).	What is assumed that the figures were painted by an other artist?	it
23960-1james05.jpg	This photograph was taken before the chapel was destroyed on 11 March 1944. Today only fragments of the lower wall area remain. The left-hand wall showed scenes from the story of the Apostle James. They are from the upper left to the lower right: the Calling of Sts James and John (scene 1); the Preaching of St James (scene 2); St James Baptizing Hermogenes (scene 3); the Trial of St James (scene 4); St James Led to Execution (scene 5); the Martyrdom of St James (scene 6)			
		This photograph was taken before the chapel was destroyed on 11 March 1944.	What was the chapel destroyed on March 1944?	on 11
		This photograph was taken before the chapel was destroyed on 11 March 1944.	When was the chapel destroyed on 11?	March 1944
		This photograph was taken before the chapel was destroyed on 11 March 1944.	What was destroyed on 11 March 1944?	the chapel
		Today only fragments of the lower wall area remain.	What remain?	only fragments of the lower wall area
		The left-hand wall showed scenes from the story of the Apostle James.	What showed scenes from the story of the Apostle James?	the left-hand wall
		The left-hand wall showed scenes from the story of the Apostle James.	What did the left-hand wall show from the story of the Apostle James?	scenes
42802-3annunc2.jpg	The Chapel of Our Lady of the Rosary was destroyed by fire in 1867. The restored chapel was reopened only in 1959. In the new carved ceiling of the nave, three oval paintings by Veronese, which were once in the deconsecrated church of the Umilt&#224; on the Zattere, were inset: the Adoration of the Shepherds, the Assumption, and the Annunciation. They are works of very high chromatic quality and great inventiveness of composition, and can be considered to be on the same level as the scenes he painted for the ceiling of the nave in San Sebastiano			
		The Chapel of Our Lady of the Rosary was destroyed by fire in 1867.	What was destroyed by fire in 1867?	the Chapel of Our Lady of the Rosary
		The restored chapel was reopened only in 1959.	What was reopened only in 1959?	the restored chapel
		The restored chapel was reopened only in 1959.	When was the restored chapel reopened only?	in 1959
22271-soupchil.jpg	Lhermitte's subject matter rarely deviated from the peasants and rural life of his youth. The most profound influence upon his work was Jean Fran�ois Millet who, like Lhermitte, was equally adept with pastel as with oil			
		Lhermitte's subject matter rarely deviated from the peasants and rural life of his youth.	Who did Lhermitte's subject matter rarely deviate from?	from the peasants and rural life of his youth
		The most profound influence upon his work was Jean Franois Millet who, like Lhermitte, was equally adept with pastel as with oil	What was Jean Franois Millet who was equally adept with pastel as with oil?	the most profound influence upon his work
43023-mad_john.jpg	Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning. While appearing a bit austere, Verrocchio incorporated the motifs that had modern appeal: the most recent architecture, still-life elements, a carefully modulated tile floor, and the beautiful oriental carpet down below with the fringes hanging over the last step			
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	What does the intricate composition of the altarpiece reveal?	the large participation of his workshop
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	What is the intricate composition of the altarpiece?	the product of Verrocchio's careful planning
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	What is the intricate composition of the altarpiece the product of?	of Verrocchio's careful planning
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	Whose careful planning is the intricate composition of the altarpiece the product of?	of Verrocchio's careful planning
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	What is the product of Verrocchio's careful planning?	the intricate composition of the altarpiece
		Although clearly revealing the large participation of his workshop, the intricate composition of the altarpiece is the product of Verrocchio's careful planning.	What does the intricate composition of the altarpiece reveal the large participation of?	of his workshop
39812-10philip.jpg	Most of this painting must be attributed to a particularly able member of Titian's workshop. Here, the face of Philip II is made to appear handsome. The entire method of painting is considerably more detailed than in Titian's own Prado portrait of Philip, so it is thought that this portrait was painted by an associate of Titian's from north of the Alps. Philip II may well have been more satisfied with this version, as he had complained to his aunt, Queen Mary of Hungary, about the imprecise execution of his portrait			
		Here, the face of Philip II is made to appear handsome.	What is made to appear handsome?	the face of Philip II
		Most of this painting must be attributed to a particularly able member of Titian's workshop.	What must be attributed to a particularly able member of Titian's workshop?	most of this painting
		Philip II may well have been more satisfied with this version, as he had complained to his aunt, Queen Mary of Hungary, about the imprecise execution of his portrait	What may Philip II well have been more satisfied with?	with this version
		The entire method of painting is considerably more detailed than in Titian's own Prado portrait of Philip, so it is thought that this portrait was painted by an associate of Titian's from north of the Alps.	Who is the entire method of painting thought by?	that this portrait was painted by an associate of Titian's from north of the Alps
		The entire method of painting is considerably more detailed than in Titian's own Prado portrait of Philip, so it is thought that this portrait was painted by an associate of Titian's from north of the Alps.	What is considerably more detailed than in Titian's own Prado portrait of Philip?	the entire method of painting
30217-3orio3.jpg	The Virgin is represented between  Sts Silvester, James and Mark who presents the parish priest Giovanni Maria da Ponte			
		The Virgin is represented between Sts Silvester, James and Mark who presents the parish priest Giovanni Maria da Ponte	Who is the Virgin represented between?	between Sts Silvester
		The Virgin is represented between Sts Silvester, James and Mark who presents the parish priest Giovanni Maria da Ponte	Who is Sts Silvester?	James and Mark who presents the parish priest Giovanni Maria da Ponte
		The Virgin is represented between Sts Silvester, James and Mark who presents the parish priest Giovanni Maria da Ponte	Who is represented between Sts Silvester?	the Virgin
		The Virgin is represented between Sts Silvester, James and Mark who presents the parish priest Giovanni Maria da Ponte	Who is James and Mark who presents the parish priest Giovanni Maria da Ponte?	Sts Silvester
17028-flower01.jpg	Catalogue numbers: F 249, JH 1105.This still-life belongs to van Gogh's early efforts in Paris to brighten the palette of his paintings. The canvases he had finished in the Netherlands were too dark to be accepted as modern works of art. He chose to pursue the flower still-life as a means to work on his colour.The present still-life is executed in relatively subdued colours, but shows already van Gogh's application of red and green colour contrast			
		The present still-life is executed in relatively subdued colors, but shows already van Gogh's application of red and green color contrast	Whose application of red and green color contrast does the present still-life show already?	van Gogh's application of red and green color contrast
		The present still-life is executed in relatively subdued colors, but shows already van Gogh's application of red and green color contrast	What is the present still-life executed in?	in relatively subdued colors
		The canvases he had finished in the Netherlands were too dark to be accepted as modern works of art.	What were too dark to be accepted as modern works of art?	the canvases he had finished in the Netherlands
		The present still-life is executed in relatively subdued colors, but shows already van Gogh's application of red and green color contrast	What does the present still-life show already van Gogh's application of?	of red and green color contrast
		The present still-life is executed in relatively subdued colors, but shows already van Gogh's application of red and green color contrast	Who shows already van Gogh's application of red and green color contrast?	the present still-life
		The present still-life is executed in relatively subdued colors, but shows already van Gogh's application of red and green color contrast	When is executed in relatively subdued colors?	the present still-life
32190-portgall.jpg	The Portrait of Jan Lopez Gallo and his three sons, the left wing of an otherwise lost triptych, probably remained in the Dominican monastery church in Bruges, where Jan Lopez Gallo, ambassador and trade advisor to Philip II, was buried			
38313-christ_s.jpg	This picture is based on the story in the Gospel of St Luke (VII, 36-50) in which Christ was invited to dine with Simon the Pharisee. The painting is directly linked with a large composition at the Louvre in Paris, which Subleyras painted in Rome from about 1755 to 1757 for the refectory of Santa Maria Nuova, a monastery in Asti, Piedmont. This work was chiefly responsible for his fame during the eighteenth century. He made many studies prior to embarking on the picture. Even while working on it he made a number of small versions, including this painting, which should be regarded as a work in its own right. Subleyras attached great importance to the Dresden version; indeed, by presenting it to Frederick Christian of Saxony, the heir to the Elector, he pinned to the work his hopes of a position in Dresden			
		Even while working on it he made a number of small versions, including this painting, which should be regarded as a work in its own right.	What should the painting be regarded as?	as a work in its own right
