img	comment	related text	question	answer
21488-norandin.jpg	Lanfranco's large painting was commissioned by Cardinal Scipione for his villa at Frascati, at the time when the artist was working on The Council of the Gods in the loggia of the Villa Borghese (1624). It depicts an episode from Ariosto's Orlando Furioso (XII, 23 ff.), in which Norandino, King of Damascus and his bride Lucina are shipwrecked on the Ogre's island while on their honeymoon. They attempt to escape from the cave, but Lucina is discovered. Lanfranco's figures move theatrically and are rendered with rapid brushstrokes. The dense colour of the classical landscape make Lanfranco far removed from the delicate glazing of his rival Domenichino			
		It depicts an episode from Ariosto's Orlando Furioso (XII, 23 ff. )	What does Lanfranco's large painting depict? )	an episode from Ariosto's Orlando Furioso ff
		It depicts an episode from Ariosto's Orlando Furioso (XII, 23 ff. )	What depicts an episode from Ariosto's Orlando Furioso ff? )	Lanfranco's large painting
		Lanfranco's figures move theatrically and are rendered with rapid brushstrokes.	Who are Lanfranco's figures rendered with?	with rapid brushstrokes
		Lanfranco's figures move theatrically and are rendered with rapid brushstrokes.	What move theatrically?	Lanfranco's figures
		Lanfranco's large painting was commissioned by Cardinal Scipione for his villa at Frascati, at the time when the artist was working on The Council of the Gods in the loggia of the Villa Borghese.	Whose large painting was commissioned by Cardinal Scipione for his villa at Frascati?	Lanfranco's large painting
		The dense color of the classical landscape make Lanfranco far removed from the delicate glazing of his rival Domenichino	Who do the dense color of the classical landscape make Lanfranco far removed from?	from the delicate glazing of his rival Domenichino
11597-virgin_c.jpg	The painting is in an original frame by Giambattista Foggini			
		The painting is in an original frame by Giambattista Foggini	What is in an original frame by Giambattista Foggini?	the painting
		The painting is in an original frame by Giambattista Foggini	What is the painting in?	in an original frame by Giambattista Foggini
15866-paris2.jpg	The companion-piece of this painting, Judgment of Paris, is also in the Hermitage			
		The companion-piece of this painting, Judgment of Paris, is also in the Hermitage	What is the painting Judgment of?	of Paris
		The companion-piece of this painting, Judgment of Paris, is also in the Hermitage	What is Judgment of Paris?	the painting
		The companion-piece of this painting, Judgment of Paris, is also in the Hermitage	What is the painting?	Judgment of Paris
		The companion-piece of this painting, Judgment of Paris, is also in the Hermitage	Who is also in the Hermitage?	the companion-piece of this painting
43071-portrai2.jpg	The companion piece represents Anthonie Charles de Liedekercke, the husband of the sitter.Anthonie Charles, captain at sea and from 1640-41 envoy in Morocco, and Willemina were married in 1627 in Amsterdam. At the time they lived in Haarlem and had their portraits made by the second famous portrait painter, Verspronck			
		Anthonie Charles, captain at sea and from 1640-41 envoy in Morocco, and Willemina were married in 1627 in Amsterdam.	What were Anthonie Charles married in 1627 in?	in Amsterdam
		The companion piece represents Anthonie Charles de Liedekercke, the husband of the sitter.	What represents Anthonie Charles de Liedekercke?	the companion piece
		At the time they lived in Haarlem and had their portraits made by the second famous portrait painter, Verspronck	Who lived in Haarlem?	they
		At the time they lived in Haarlem and had their portraits made by the second famous portrait painter, Verspronck	What lived in Haarlem?	they
		At the time they lived in Haarlem and had their portraits made by the second famous portrait painter, Verspronck	What did 1627 have made by the second famous portrait painter?	their portraits
		The companion piece represents Anthonie Charles de Liedekercke, the husband of the sitter.	Who is Anthonie Charles de Liedekercke the husband of?	of the sitter
24261-flowers.jpg	The painting depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal.			
		The painting depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal.	What does the painting depict a still-life of carnations, lilies, peonies, irises and other flowers in?	in stone urn on a pedestal
		The painting depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal.	What does the painting depict in stone urn on a pedestal?	a still-life of carnations, lilies, peonies, irises and other flowers
		The painting depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal.	What depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal?	the painting
		The painting depicts a still-life of carnations, lilies, peonies, irises and other flowers in stone urn on a pedestal.	What does the painting depict a still-life of in stone urn on a pedestal?	of carnations, lilies, peonies, irises and other flowers
19342-pond.jpg	Hassam also painted landscapes. he probably first summered on Appledore, an island off the coast of New Hampshire and Maine, in 1884. For many years, the Appledore landscape provided Hassam with inspiration			
		For many years, the Appledore landscape provided Hassam with inspiration	What provided Hassam with inspiration for many years?	the Appledore landscape
		For many years, the Appledore landscape provided Hassam with inspiration	When did the Appledore landscape provide Hassam with inspiration?	for many years
		he probably first summered on Appledore, an island off the coast of New Hampshire and Maine, in 1884.	Who probably first summered on Appledore off the coast of New Hampshire and Maine?	Hassam
		he probably first summered on Appledore, an island off the coast of New Hampshire and Maine, in 1884.	Who was an island?	Appledore
		Hassam also painted landscapes.	What did Hassam also paint?	landscapes
		he probably first summered on Appledore, an island off the coast of New Hampshire and Maine, in 1884.	What did Hassam probably first summer on Appledore off?	off the coast of New Hampshire and Maine
