img	comment	related text	question	answer
18128-assumpti.jpg	This altarpiece was made for a Medici Chapel in S. Pier Maggiore in Florence. It can be seen that Granacci's style is close to Michelangelo's panel-painting style. The predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures are shared by both painters. The represented saints are Thomas, John the Baptist, James, Lawrence and Bartholomew. Vasari claimed that St Thomas was so vigorous that it might be taken for one by Michelangelo			
		The predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures are shared by both painters.	Who are the predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures shared by?	by both painters
		Vasari claimed that St Thomas was so vigorous that it might be taken for one by Michelangelo	What did Vasari claim for?	that St Thomas was so vigorous that the predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures might be taken for one by Michelangelo
		Vasari claimed that St Thomas was so vigorous that it might be taken for one by Michelangelo	Who did Vasari claim that St Thomas was so vigorous that the predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures might be taken for one by?	by Michelangelo
		It can be seen that Granacci's style is close to Michelangelo's panel-painting style.	What can be seen that Granacci's style is close to Michelangelo's panel-painting style?	this altarpiece
		Vasari claimed that St Thomas was so vigorous that it might be taken for one by Michelangelo	Who claimed that St Thomas was so vigorous that the predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures might be taken for one by Michelangelo?	Vasari
		Vasari claimed that St Thomas was so vigorous that it might be taken for one by Michelangelo	What did Vasari claim that St Thomas was so vigorous that the predilection for an unfussy drapery style and designs of powerful three-dimensionality featuring monumental, sculptural figures might be taken for by Michelangelo?	for one
18265-0804grec.jpg	This painting is one of the several replicas existing of this representation.			
13661-assumpti.jpg	This painting is a pivotal work in evaluating how the artist interpreted his decisive Flemish influences: the abundant and angular folds of the robes, the way he depicts the ringleted hair of the angels who minister to the Blessed Virgin or the manner in which he painstakingly paints with precise realism and poetic sentiment, the details and miniature forms of the upper background			
36959-ychahut1.jpg	In 1887-90 Seurat was working on the Circus Parade, Le Chahut and the not quite finished Circus. It was a Degas world. The effects of stage lighting, overlapping and cropped foreground figures, and a certain malice in the grotesque way types of people or posture are presented, are related to Degas. However, the differences are greater: a sense of ceremony accompanied by distortions and grimaces, motion arrested in mechanical parallel attitudes, a strict patterning of spaces, and an emphatically enigmatic flavour despite the seemingly straightforward attention-getting			
		In 1887-90 Seurat was working on the Circus Parade, Le Chahut and the not quite finished Circus.	Who was working on the Circus Parade, Le Chahut and the not quite finished Circus in 1887-90?	Seurat
		In 1887-90 Seurat was working on the Circus Parade, Le Chahut and the not quite finished Circus.	What was Seurat working on in 1887-90?	on the Circus Parade, Le Chahut and the not quite finished Circus
		It was a Degas world.	What was 1887-90?	a Degas world
		In 1887-90 Seurat was working on the Circus Parade, Le Chahut and the not quite finished Circus.	What was Seurat working on the Circus Parade, Le Chahut and the not quite finished Circus in?	in 1887-90
		The effects of stage lighting, overlapping and cropped foreground figures, and a certain malice in the grotesque way types of people or posture are presented, are related to Degas.	Who are the effects of stage lighting, overlapping and cropped foreground figures, and a certain malice in the grotesque way types of people or posture are presented, related to?	to Degas
		However, the differences are greater: a sense of ceremony accompanied by distortions and grimaces, motion arrested in mechanical parallel attitudes, a strict patterning of spaces, and an emphatically enigmatic flavor despite the seemingly straightforward attention-getting	What are motion?	distortions and grimaces
16712-lacaucas.jpg	"One of a cycle of ""ethnic types,"" this painting occupies a secondary place in the oeuvre of Girodet de Roucy-Trioson, a pupil of David and one of the foremost decorative artists of the First Empire. However, the persuasiveness of the compositional approach and the power of colour here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists"			
		However, the persuasiveness of the compositional approach and the power of color here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists''	What did visual effect become?	an outmoded dogma for artists
		However, the persuasiveness of the compositional approach and the power of color here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists''	What are the persuasiveness of the compositional approach and the power of color here?	striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists
		However, the persuasiveness of the compositional approach and the power of color here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists''	What became an outmoded dogma for artists?	visual effect
		However, the persuasiveness of the compositional approach and the power of color here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists''	What here are striking evidence that it took a considerable time before visual effect became an outmoded dogma for artists?	the persuasiveness of the compositional approach and the power of color
42612-25artpa.jpg	Signature: Signed on map, to the right of the girl.Provenance: Mentioned in 1676 in an act signed by Vermeer's widow, conveying the painting to her mother. Acceptance by the mother in 1677. This is certainly not no: 3 in the sale of 1696 in Amsterdam. The description does not agree. Purchased by Johann Rudolf Count Czernin in 1813 from the estate of Gottfried van Swieten, via a saddlemaker. Count Czernin paid 50 Austrian guilders for it. The painting was then attributed to Pieter de Hooch. In 1860, the painting was recognized as a Vermeer by Waagen. In the possession of Adolf Hitler after 1938, and hung at his residence in Berchtesgaden. Acquired by the museum in 1946.This painting was long called The Artist in His Studio, and we may in effect presume that the artist seen from behind was himself. However, the intention of representing an allegory is stronger here than in all other Vermeer's works. The heavy curtain on the left, which lets the viewer partake of the scene, has decidedly theatrical connotations. So does the young girl whom the artist portrays, and whose crown of laurel easily identifies her as Fame. A connection with Clio, the muse of history, also exists. She holds a trumpet and a book of Thucydides.The whole composition is a panegyric to the art of painting. Set in an elegant room, with a chandelier, chairs, the lush curtain, and a large map on the back wall, which shows the northern and southern Netherlands and indicates the area over which the reputation of the artist could spread, its overall meaning emphasizes the attainment of fame to the benefit of the man in the pursuit of his artistic endeavours as well as 'qua' citizen of his hometown.The uncommonly large painting, considered from the pictorial viewpoint only, is rather decorative but lacks depth. Only its meaning makes it of particular interest. Repeated restorations may have contributed to the narrative rather than painterly excellence of the work. Such as it presents itself now, one cannot be astonished that it was formerly attributed to Pieter de Hooch			
		The heavy curtain on the left, which lets the viewer partake of the scene, has decidedly theatrical connotations.	What lets the viewer partake of the scene?	the heavy curtain on the left
		A connection with Clio, the muse of history, also exists.	Who is Clio?	the muse of history
		She holds a trumpet and a book of Thucydides.	Who holds a trumpet and a book of Thucydides?	she
		Repeated restorations may have contributed to the narrative rather than painterly excellence of the work.	When may have contributed to the narrative rather than painterly excellence of the work?	repeated restorations
