img	comment	related text	question	answer
01159-virgin_c.jpg	Son of Jacopo del Sellaio, Arcangelo took over the family workshop following his father's death in 1493. He assimilated Jacopo&#146;s style and, eschewing the more Mannerist tendencies of his contemporaries, adopted a deliberately archaic approach to painting			
		Son of Jacopo del Sellaio, Arcangelo took over the family workshop following his father's death in 1493.	Who was Arcangelo?	Jacopo del Sellaio
		He assimilated Jacopo &#146; s style and, eschewing the more Mannerist tendencies of his contemporaries, adopted a deliberately archaic approach to painting	What did Son of Jacopo del Sellaio, Arcangelo assimilate?	Jacopo &#146; s style
		Son of Jacopo del Sellaio, Arcangelo took over the family workshop following his father's death in 1493.	Who was Jacopo del Sellaio?	Arcangelo
		He assimilated Jacopo &#146; s style and, eschewing the more Mannerist tendencies of his contemporaries, adopted a deliberately archaic approach to painting	Who assimilated Jacopo &#146; s style?	Son of Jacopo del Sellaio, Arcangelo
		Son of Jacopo del Sellaio, Arcangelo took over the family workshop following his father's death in 1493.	What did Son of Jacopo del Sellaio take over the family workshop in 1493?	following his father's death
		Son of Jacopo del Sellaio, Arcangelo took over the family workshop following his father's death in 1493.	What did Son of Jacopo del Sellaio take over following his father's death in 1493?	the family workshop
08575-3victor1.jpg	"C�zanne rented a small cottage near Bib�mus quarry to the east of Aix to make it easier for him to paint in the open air. He also rented a room in the Ch&#226;teau Noir (""black castle""), an estate halfway to the village of Le Tholonet on the way to Mont Sainte-Victoire, where he could store his painting equipment. The Ch&#226;teau Noir was in fact a reddish roughcast neo-Gothic building belonging to a coal merchant. This was the place where C�zanne produced many of his late paintings; surrounded by pine forests, with the ochre-coloured stone of Bib�mus quarry nearby and a view of the towering rockface of Mont Sainte-Victoire.The Mont Sainte-Victoire, a massive limestone ridge around a thousand metres high, fascinated C�zanne all his life and it provided an inexhaustible source of new compositions"			
		The Mont Sainte-Victoire, a massive limestone ridge around a thousand metres high, fascinated Czanne all his life and it provided an inexhaustible source of new compositions''	What were fascinated Czanne all his life and Mont Sainte-Victoire?	a thousand metres
		The Ch &#226; teau Noir was in fact a reddish roughcast neo-Gothic building belonging to a coal merchant.	Who was in fact a reddish roughcast neo-Gothic building belonging to a coal merchant?	the Ch &#226; teau Noir
