img	comment	related text	question	answer
20719-beankin.jpg	"This lavish depiction originates in the custom, at the Feast of the Three Kings (6 January), of proclaiming the person finding a bean hidden in his tart king for the evening and having him select his court from among those present.In the middle, behind the festive board, laden with expensive dinnerware, waffles, pastries and wine, sits enthroned the king of the evening. We easily recognise the old man as Jordaens' father-in-law, the painter Adam van Noort. He raises his glass to his mouth, at which everyone loudly proclaims: ""The king drinks!"". To the right of the festive pig the court musician is enlivening the solemn moment with his bagpipes, and next to him his butler lifts wine jug and glass with a sweeping gesture. To the left the court fool responds by raising his lighted pipe. The boisterous reactions of the other guests show that they have already indulged heavily in food and drink. In the right foreground a mother has to clean her crying child. To the left a bragging man lifts his cap and can into the air, whilst a dog jumps up at the surrounding hullabaloo. The drunkard in the left foreground, in the process of vomiting, grabs giddily at the back of a chair, tipping a set of drinking vessels noisily to the ground.Certain art historians have seen in this depiction of extreme merriment a turning away from such behaviour by a soberly inclined artist who had become a Protestant in later life. This interpretation may well be as unsatisfactory as the earlier reading of it as an ode to pleasure within the warm family circle, a concept so popular that it even founds its way onto biscuit tin lids. The surfeit to which Jordaens' figures are giving themselves over, but which is not really doing them much good, receives a somewhat ambivalent commentary in the cartouche in the top centre: ""In een vry gelachllst goet gast syn"" (where there is a free meal it is good to be a guest). A contradiction appears to exist between the message and the scene confronting us. Here the realisation that one should count oneself lucky not to have to pay the bill leads too far from pleasant excesses. Jordaens' presentation is therefore not free from a certain amount of irony."			
		In the middle, behind the festive board, laden with expensive dinnerware, waffles, pastries and wine, sits enthroned the king of the evening.	What are pastries and wine?	waffles
		The boisterous reactions of the other guests show that they have already indulged heavily in food and drink.	What show that they have already indulged heavily in food and drink?	the boisterous reactions of the other guests
		To the left a bragging man lifts his cap and can into the air, whilst a dog jumps up at the surrounding hullabaloo.	Who lifts his cap to the left?	a bragging man
		To the left a bragging man lifts his cap and can into the air, whilst a dog jumps up at the surrounding hullabaloo.	What does a bragging man lift to the left?	his cap
		In the middle, behind the festive board, laden with expensive dinnerware, waffles, pastries and wine, sits enthroned the king of the evening.	What does waffles sit enthroned the king of the evening in?	in the middle
		We easily recognize the old man as Jordaens ' father-in-law, the painter Adam van Noort.	Who easily recognize the old man as Jordaens ' father-in-law?	we
05489-5predell.jpg	The picture shows the fifth predella panel of the St Barnaba Altarpiece.As a reward for her dancing, Salome has received the head of the Baptist from Herod. She is standing in front of the barred entrance to the prison in which St John the Baptist was held prisoner.You can view other depictions of Salome with the Head of John the Baptist.			
		As a reward for her dancing, Salome has received the head of the Baptist from Herod.	What has Salome received the head of the Baptist from Herod as?	as a reward for her dancing
		The picture shows the fifth predella panel of the St Barnaba Altarpiece.	Who does the picture show the fifth predella panel of?	of the St Barnaba Altarpiece
		The picture shows the fifth predella panel of the St Barnaba Altarpiece.	What shows the fifth predella panel of the St Barnaba Altarpiece?	the picture
		The picture shows the fifth predella panel of the St Barnaba Altarpiece.	What does the picture show?	the fifth predella panel of the St Barnaba Altarpiece
		You can view other depictions of Salome with the Head of John the Baptist.	Who can view other depictions of Salome with the Head of John the Baptist?	you
		She is standing in front of the barred entrance to the prison in which St John the Baptist was held prisoner.	Who is standing in front of the barred entrance to the prison in which St John the Baptist was held prisoner?	she
05700-venus_sl.jpg	This depiction of Venus at rest was painted for the Marquise de Pompadour, the official mistress of King Louis XV, who was Boucher's most significant patron. The subject was treated several times by the painter, but the present version is the only example in a vertical format			
		This depiction of Venus at rest was painted for the Marquise de Pompadour, the official mistress of King Louis XV, who was Boucher's most significant patron.	Who was the Marquise de Pompadour the official mistress of?	of King Louis XV
		This depiction of Venus at rest was painted for the Marquise de Pompadour, the official mistress of King Louis XV, who was Boucher's most significant patron.	Who was the Marquise de Pompadour?	the official mistress of King Louis XV
		This depiction of Venus at rest was painted for the Marquise de Pompadour, the official mistress of King Louis XV, who was Boucher's most significant patron.	What was painted for the Marquise de Pompadour?	this depiction of Venus at rest
