img	comment	related text	question	answer
08442-portrai2.jpg	Ceruti was highly regarded as a portraitist and this pair of ovalportraits from the mid-i8th century form a good example of his work			
		Ceruti was highly regarded as a portraitist and this pair of ovalportraits from the mid-i8th century form a good example of his work	Who was Ceruti highly regarded as form a good example of his work?	as a portraitist and this pair of ovalportraits from the mid-i8th century
14975-tahiti21.jpg	Gauguin's Tahitian paintings celebrate the lushness and mysterious splendour of his new environment. At the same time they are seldom correct pictures of Tahitian life, from an anthropological standpoint, but rather feature recastings and recombinations of objects and persons taken out of their normal settings, as was the case with several of his paintings done in Brittany			
		Gauguin's Tahitian paintings celebrate the lushness and mysterious splendor of his new environment.	What do Gauguin's Tahitian paintings celebrate?	the lushness and mysterious splendor of his new environment
10330-10saxon.jpg	Cranach representations of Judith are idealized portraits. His contemporaneous portraits, such as the present painting, show far greater attention to the distinctly different physiognomies of the sitters, who are more objectively observed and portrayed			
		Cranach representations of Judith are idealized portraits.	What are cranach representations of Judith?	idealized portraits
		His contemporaneous portraits, such as the present painting, show far greater attention to the distinctly different physiognomies of the sitters, who are more objectively observed and portrayed	What show far greater attention to the distinctly different physiognomies of the sitters?	his contemporaneous portraits
		Cranach representations of Judith are idealized portraits.	What are idealized portraits?	cranach representations of Judith
		His contemporaneous portraits, such as the present painting, show far greater attention to the distinctly different physiognomies of the sitters, who are more objectively observed and portrayed	What are such as the present painting?	his contemporaneous portraits
		His contemporaneous portraits, such as the present painting, show far greater attention to the distinctly different physiognomies of the sitters, who are more objectively observed and portrayed	Who are more objectively observed?	the sitters
		His contemporaneous portraits, such as the present painting, show far greater attention to the distinctly different physiognomies of the sitters, who are more objectively observed and portrayed	Who are more objectively portrayed?	the sitters
29904-winterla.jpg	Although principally known for his decorative flower still-lifes, Jan van Os started his painting career with river landscapes such as the present painting which depicts a winter landscape with houses along a frozen river and a gatherer of dry sticks on a wooden bridge in the foreground.It is signed lower centre: J.VAN OS.			
		It is signed lower center: J. VAN OS.	What is signed lower center: J. VAN OS?	it
04861-1boilly.jpg	"Boilly became popular with his individual portraits and ""crowd"" paintings, of which the collective portrait of artists gathered in Isabey's studio offers a combination.This painting was exhibited at the Salon of 1798"			
		This painting was exhibited at the Salon of 1798''	What was exhibited at the Salon of 1798?	this painting
42399-gouden_l.jpg	Seventeenth-century pictures defined the Dutch scene not only in terms of shared history but also as a site of productivity. While landscapes, city scenes, and animal paintings advertised the ingenious foundations of Dutch economic success, other genres - marine painting foremost - acknowledged its more significant basis in overseas trade and colonial ventures. Although many seascapes were available cheaply, the best marine painters were among the most highly rewarded artists. The States-General, city governments, and trading companies commissioned views of the Dutch naval and trading fleets, before a prosperous harbour, in battle, or at sea. The marine specialist Willem van de Velde II painted the heroic vessel Gouden Leeuw in the bustle of Amsterdam harbour			
		Seventeenth-century pictures defined the Dutch scene not only in terms of shared history but also as a site of productivity.	What did seventeenth-century pictures define not only in terms of shared history but also as a site of productivity?	the Dutch scene
		While landscapes, city scenes, and animal paintings advertised the ingenious foundations of Dutch economic success, other genres- marine painting foremost- acknowledged its more significant basis in overseas trade and colonial ventures.	What did landscapes, city scenes, and animal paintings advertise?	the ingenious foundations of Dutch economic success
		The States-General, city governments, and trading companies commissioned views of the Dutch naval and trading fleets, before a prosperous harbor, in battle, or at sea.	What did the States-General, city governments, and trading companies commission?	views of the Dutch naval and trading fleets
		Seventeenth-century pictures defined the Dutch scene not only in terms of shared history but also as a site of productivity.	What defined the Dutch scene not only in terms of shared history but also as a site of productivity?	seventeenth-century pictures
		The States-General, city governments, and trading companies commissioned views of the Dutch naval and trading fleets, before a prosperous harbor, in battle, or at sea.	What commissioned views of the Dutch naval and trading fleets?	the States-General, city governments, and trading companies
		While landscapes, city scenes, and animal paintings advertised the ingenious foundations of Dutch economic success, other genres- marine painting foremost- acknowledged its more significant basis in overseas trade and colonial ventures.	What advertised the ingenious foundations of Dutch economic success?	landscapes, city scenes, and animal paintings
05983-gethsema.jpg	Today he is considered a minor painter, but in his time Brandi was regarded as a master, certainly on the level of such artists as Pier Francesco Mola, Giro Ferri, and Carlo Maratta. In 1650 he emerged as the direct heir of Giovanni Lanfranco, with whom he had studied. Brandi gained a reputation as an artist who was able to bring together the classicist style with baroque figurative inventions and above all the light of Caravaggio, something he was aware of through the paintings of Mattia Preti. In fact, Brandi's style is marked by the potent effect of colours amid shadows, colour that in some cases was all too strong.The Christ in the Garden is characterized by an atmosphere of great intimacy. The pyramidal grouping of Christ comforted by two angels emerges as it were from a dense bank of clouds, which appear indeed to be invading the scene from the left. This type of dynamism coming out of the background is a typical baroque expression.			
