img	comment	related text	question	answer
08474-lamentat.jpg	Cavaliere d'Arpino (Giuseppe Cesari) was an artist specializing in decorative cycles (especially fresco painting) for high-ranking ecclesiastics and Roman princes. He was a favourite of Pope Clement VIII. In Rome his commissions include decoration for the Loggia Orsini, the vault of the Contarelli chapel (San Luigi de'Francesi), the Cappella Olgiati (Santa Prassede), and the Palazzo dei Conservatori. He is also noted for designing the mosaics for the dome of St. Peter's. He is typically considered a Late Mannerist artist and his style is sober and clear. His early work is more vigorous and colourful than his later work which is more repetitious			
		In Rome his commissions include decoration for the Loggia Orsini, the vault of the Contarelli chapel (San Luigi de ` Francesi), the Cappella Olgiati (Santa Prassede), and the Palazzo dei Conservatori.	Who is and the Palazzo dei Conservatori?	the Loggia Orsini
		He was a favorite of Pope Clement VIII.	What was a favorite of Pope Clement VIII?	cavaliere d'Arpino
		He is also noted for designing the mosaics for the dome of St. Peter's.	What is also noted for designing the mosaics for the dome of St. Peter's?	cavaliere d'Arpino
		He is typically considered a Late Mannerist artist and his style is sober and clear.	What is sober and clear?	cavaliere d'Arpino's style
		Cavaliere d'Arpino (Giuseppe Cesari) was an artist specializing in decorative cycles (especially fresco painting) for high-ranking ecclesiastics and Roman princes.	Who was cavaliere d'Arpino for high-ranking ecclesiastics and Roman princes?	an artist specializing in decorative cycles
		He is typically considered a Late Mannerist artist and his style is sober and clear.	Who is typically considered a Late Mannerist artist?	he
33302-flowers1.jpg	This painting is one of a pair, both depicting a still-life of flowers in elaborate urn on a ledge			
		This painting is one of a pair, both depicting a still-life of flowers in elaborate urn on a ledge	What does one both depict a still-life of?	of flowers in elaborate urn on a ledge
		This painting is one of a pair, both depicting a still-life of flowers in elaborate urn on a ledge	What both depicts a still-life of flowers in elaborate urn on a ledge?	one
		This painting is one of a pair, both depicting a still-life of flowers in elaborate urn on a ledge	What does one both depict?	a still-life of flowers in elaborate urn on a ledge
		This painting is one of a pair, both depicting a still-life of flowers in elaborate urn on a ledge	What is one of a pair?	this painting
14835-interior.jpg	Garola was an Italian painter who painted several pictures representing church interiors			
		Garola was an Italian painter who painted several pictures representing church interiors	Who was an Italian painter who painted several pictures representing church interiors?	Garola
		Garola was an Italian painter who painted several pictures representing church interiors	Who was Garola?	an Italian painter who painted several pictures representing church interiors
11103-farmyard.jpg	This painting is one of a pair of landscapes dominated by stately oaks and brooding skies. It depicts a landscape with a farmyard and figure drawing water from a well, other figures conversing nearby. The painter seems to delight in depicting peculiar houses and asymmetrical structures within his idyllic countryside scenes. A dilapidated hut with a thatched roof that leans sharply to the ground on one side stands in the middle of the present painting			
		It depicts a landscape with a farmyard and figure drawing water from a well, other figures conversing nearby.	What depicts a landscape with a farmyard?	this painting
		This painting is one of a pair of landscapes dominated by stately oaks and brooding skies.	What is one of a pair of landscapes dominated by stately oaks and brooding skies?	this painting
		A dilapidated hut with a thatched roof that leans sharply to the ground on one side stands in the middle of the present painting	What stands in the middle of the present painting?	a dilapidated hut with a thatched roof that leans sharply to the ground on one side
		A dilapidated hut with a thatched roof that leans sharply to the ground on one side stands in the middle of the present painting	Where does a dilapidated hut with a thatched roof that leans sharply to the ground on one side stand?	in the middle of the present painting
