img	comment	related text	question	answer
26109-30young1.jpg	The still-life is on the back of a panel representing the portrait of a young man. The panel is the left wing of a triptych.The reverse of the portrait is an exquisite still-life. A small Italian maiolica vase stands on an Oriental carpet in a niche. It holds a bouquet of lilies, irises and columbines, symbolising Mary's virginity, her suffering and Christ's birth and death. The vase also bears Christ's monogram. This flower piece not only argues in favour of a central panel depicting a Virgin and Child, it must also be viewed as a kind of emblem of the donor's personal Christian vocation			
		The vase also bears Christ's monogram.	What also bears Christ's monogram?	the vase
		The reverse of the portrait is an exquisite still-life.	Who is the reverse of the portrait?	an exquisite still-life
		A small Italian maiolica vase stands on an Oriental carpet in a niche.	What does a small Italian maiolica vase stand on?	on an Oriental carpet in a niche
		The vase also bears Christ's monogram.	Whose monogram does the vase also bear?	Christ's monogram
		The reverse of the portrait is an exquisite still-life.	What is an exquisite still-life?	the reverse of the portrait
		The panel is the left wing of a triptych.	What is the panel the left wing of?	of a triptych
42961-3dieci.jpg	This painting is on the ceiling of the Sala del Consiglio dei Dieci in the Palazzo Ducale.The goddess Juno, wife of Jupiter, is (like the personification of Venetia) shown in sharp bottom view. The gilt framework of the ceiling acts as the base of the composition, the frame being linked with the main central picture by a narrow band.Gold crowns, jewels, and money cascade onto Venice, with the doge's hat and a plain olive wreath. The vocation to power and the vocation to peace are seen as two sides of the same coin			
		This painting is on the ceiling of the Sala del Consiglio dei Dieci in the Palazzo Ducale.	What is on the ceiling of the Sala del Consiglio dei Dieci in the Palazzo Ducale?	this painting
		The goddess Juno, wife of Jupiter, is (like the personification of Venetia) shown in sharp bottom view.	What is the goddess Juno wife of?	of Jupiter
		The goddess Juno, wife of Jupiter, is (like the personification of Venetia) shown in sharp bottom view.	Who is wife of Jupiter?	the goddess Juno
		The vocation to power and the vocation to peace are seen as two sides of the same coin	What are seen as two sides of the same coin?	the vocation to power and the vocation to peace
		The gilt framework of the ceiling acts as the base of the composition, the frame being linked with the main central picture by a narrow band.	What does the gilt framework of the ceiling act as?	as the base of the composition
		The vocation to power and the vocation to peace are seen as two sides of the same coin	What are the vocation to power and the vocation to peace seen as?	as two sides of the same coin
37085-9vault.jpg	The picture shows the vaulting of the Chapel of San Brizio. The frescoes were begun by Fra Angelico and completed by Luca Signorelli. Above the altar wall is Christ as World Judge flanked by prophets led by John the Baptist (right) and apostles with the Virgin (left)			
		The frescoes were begun by Fra Angelico and completed by Luca Signorelli.	What were begun by Fra Angelico?	the frescoes
		The frescoes were begun by Fra Angelico and completed by Luca Signorelli.	Who were the frescoes completed by?	by Luca Signorelli
		Above the altar wall is Christ as World Judge flanked by prophets led by John the Baptist and apostles with the Virgin	Who is wall above the altar?	Christ as World Judge flanked by prophets led by John the Baptist and apostles with the Virgin
		The picture shows the vaulting of the Chapel of San Brizio.	What does the picture show?	the vaulting of the Chapel of San Brizio
		Above the altar wall is Christ as World Judge flanked by prophets led by John the Baptist and apostles with the Virgin	What is wall Christ as World Judge flanked by prophets led by John the Baptist and apostles with the Virgin above?	above the altar
		The frescoes were begun by Fra Angelico and completed by Luca Signorelli.	Who were the frescoes begun by?	by Fra Angelico
39673-11madonn.jpg	This deeply felt painting is one of the numerous devotional works created by Titian in his final years			
		This deeply felt painting is one of the numerous devotional works created by Titian in his final years	What is one of the numerous devotional works created by Titian in his final years?	this deeply felt painting
27072-bubbles.jpg	"The motif of bubble blowing in Dutch art is traditionally associated with the Latin expression, ""Homo Bulla"" (Man is Like a Bubble). This refers to the ephemerality of human existence like: like a soap bubble which quickly bursts, life is fleeting"			
		This refers to the ephemerality of human existence like: like a soap bubble which quickly bursts, life is fleeting''	What refers to the ephemerality of human existence like: like a soap bubble which quickly bursts?	this
		``The motif of bubble blowing in Dutch art is traditionally associated with the Latin expression,'' ``Homo Bulla'''' (Man is Like a Bubble).	What is ``Homo Bulla''?	the Latin expression
		``The motif of bubble blowing in Dutch art is traditionally associated with the Latin expression,'' ``Homo Bulla'''' (Man is Like a Bubble).	Who is the Latin expression?	``Homo Bulla''
18072-15scene.jpg	"The little lunette field to the left of the window depicts the Conversion of the Heretic and Manichaeist presbyter Fortunatus. Here St Augustine is depicted as a bishop, though he is wearing the habit of the Augustinian hermits beneath his surplice. The event is described in the ""Legenda Aurea"" and refers to the many conversions made by St Augustine and his successful battle against heresy"			
		``The little lunette field to the left of the window depicts the Conversion of the Heretic and Manichaeist presbyter Fortunatus.	Who does the little lunette field to the left of the window depict the Conversion of?	of the Heretic and Manichaeist presbyter Fortunatus
		Here St Augustine is depicted as a bishop, though he is wearing the habit of the Augustinian hermits beneath his surplice.	Who is a bishop wearing the habit of beneath his surplice?	of the Augustinian hermits
		The event is described in the'' ``Legenda Aurea'''' and refers to the many conversions made by St Augustine and his successful battle against heresy''	What is the event described in ``Legenda Aurea''?	in the
		The event is described in the'' ``Legenda Aurea'''' and refers to the many conversions made by St Augustine and his successful battle against heresy''	What is described in the ``Legenda Aurea''?	the event
		The event is described in the'' ``Legenda Aurea'''' and refers to the many conversions made by St Augustine and his successful battle against heresy''	What does the event refer to?	to the many conversions made by St Augustine and his successful battle against heresy
		The event is described in the'' ``Legenda Aurea'''' and refers to the many conversions made by St Augustine and his successful battle against heresy''	What refers to the many conversions made by St Augustine and his successful battle against heresy?	the event
32158-port_yw.jpg	The painting is signed above the shoulder (F. POURBUS fc.) and dated upper left (ANN&#176; DNI 1581). It is the last known, signed and dated work by the Bruges master, who was one of the leading portraitists of his day in the Low Countries			
		It is the last known, signed and dated work by the Bruges master, who was one of the leading portraitists of his day in the Low Countries	Who is the painting the last known, signed and dated work by?	by the Bruges master
		It is the last known, signed and dated work by the Bruges master, who was one of the leading portraitists of his day in the Low Countries	What is the painting by the Bruges master?	the last known, signed and dated work
		The painting is signed above the shoulder (F. POURBUS fc. )	What is the painting signed above the shoulder? )	(F. POURBUS fc
		The painting is signed above the shoulder (F. POURBUS fc. )	What is the painting signed above the shoulder (POURBUS fc? )	F.
		It is the last known, signed and dated work by the Bruges master, who was one of the leading portraitists of his day in the Low Countries	Who was one of the leading portraitists of ANN &#176; DNI 1581's day in the Low Countries?	the Bruges master
		It is the last known, signed and dated work by the Bruges master, who was one of the leading portraitists of his day in the Low Countries	Who was the Bruges master?	one of the leading portraitists of ANN &#176; DNI 1581's day in the Low Countries
08447-stillife.jpg	"Ceruti is not well-known for his excellent still lifes. In these paintings we encounter the same world made up of humble things, of everyday items and stark truth which are the hallmark of his ""pitocchi"" paintings"			
		``Ceruti is not well-known for his excellent still lifes.	What is Ceruti not well-known for?	for his excellent still lifes
		In these paintings we encounter the same world made up of humble things, of everyday items and stark truth which are the hallmark of his'' ``pitocchi'''' paintings''	What did the same world make up of humble things in?	in these paintings
		In these paintings we encounter the same world made up of humble things, of everyday items and stark truth which are the hallmark of his'' ``pitocchi'''' paintings''	What were of everyday items and stark truth which are the hallmark of Ceruti ``pitocchi'''' paintings?	humble things
		In these paintings we encounter the same world made up of humble things, of everyday items and stark truth which are the hallmark of his'' ``pitocchi'''' paintings''	What were humble things of?	of everyday items and stark truth which are the hallmark of Ceruti ``pitocchi'''' paintings
		``Ceruti is not well-known for his excellent still lifes.	Who is not well-known for his excellent still lifes?	Ceruti
09702-07romulu.jpg	The twin brothers Romulus and Remus are the legendary founders of Rome. Their mother, a Vestal Virgin, explained her pregnancy by claiming she had been violated by Mars, the god of war. She was thrown into prison and the children were ordered to be drowned in the Tiber. They survived and were reared by a she-wolf, and by a woodpecker that watched over them and brought them food. They were discovered by Faustulus, the herdsman			
		They survived and were reared by a she-wolf, and by a woodpecker that watched over them and brought them food.	Who were reared by a she-wolf?	the children
		Their mother, a Vestal Virgin, explained her pregnancy by claiming she had been violated by Mars, the god of war.	Who was Mars?	the god of war
		The twin brothers Romulus and Remus are the legendary founders of Rome.	Who are the legendary founders of Rome?	the twin brothers Romulus and Remus
		They survived and were reared by a she-wolf, and by a woodpecker that watched over them and brought them food.	Who were by a woodpecker that watched over them and brought them food?	the children
		Their mother, a Vestal Virgin, explained her pregnancy by claiming she had been violated by Mars, the god of war.	What was the god of war?	Mars
		They were discovered by Faustulus, the herdsman	What were discovered by Faustulus?	they
39782-08rimina.jpg	Many scholars believe that Titian did not paint this portrait. The body of Riminaldi appears too flat, and the use of the table in the foreground to separate the figure from the observer is not skillful enough. When carefully compared to portraits painted by Titian, it becomes clear how masterful was his ability to give his portraits a three- dimensional quality, even against a neutral background			
		The body of Riminaldi appears too flat, and the use of the table in the foreground to separate the figure from the observer is not skillful enough.	What appears too flat?	the body of Riminaldi
		When carefully compared to portraits painted by Titian, it becomes clear how masterful was his ability to give his portraits a three- dimensional quality, even against a neutral background	What does the use of the table in the foreground to separate the figure from the observer become clear?	how masterful was his ability to give his portraits a three- dimensional quality
		The body of Riminaldi appears too flat, and the use of the table in the foreground to separate the figure from the observer is not skillful enough.	What is not skillful enough?	the use of the table in the foreground to separate the figure from the observer
		When carefully compared to portraits painted by Titian, it becomes clear how masterful was his ability to give his portraits a three- dimensional quality, even against a neutral background	What is the use of the table in the foreground to separate the figure from the observer compared to?	to portraits painted by Titian
		When carefully compared to portraits painted by Titian, it becomes clear how masterful was his ability to give his portraits a three- dimensional quality, even against a neutral background	What becomes clear how masterful was his ability to give his portraits a three- dimensional quality?	the use of the table in the foreground to separate the figure from the observer
		Many scholars believe that Titian did not paint this portrait.	What do many scholars believe?	that Titian did not paint this portrait
42413-warships.jpg	"This painting can be considered of the ""parade"" type developed by Cappelle shortly before. On the smooth surface of the calm sea a number of stately ships are arranged. The perfection and detail with which van de Velde delineates the scene are outstanding. The artist was principally a ""portraitist"" of ships, representing these vessels in great detail, encouraging the viewer to linger over the smallest details - the masts, sails, coats of arms on the prow, flags, etc"			
		On the smooth surface of the calm sea a number of stately ships are arranged.	What are arranged on the smooth surface of the calm sea?	a number of stately ships
		On the smooth surface of the calm sea a number of stately ships are arranged.	What are a number of stately ships arranged on?	on the smooth surface of the calm sea
		The perfection and detail with which van de Velde delineates the scene are outstanding.	What are outstanding?	the perfection and detail with which van de Velde delineates the scene
04582-shephers.jpg	The artist was a prolific painter of pastoral scenes, all representing shepherds and shepherdesses as single half-length figures or in narrative representations. The present painting shows a shepherdess, half-length, wearing a large blue hat decorated with an iris and holding a staff. It is a characteristic example of what is described as Utrecht Caravaggism.The painting has a pendant representing a shepherd with a flute (private collection)			
		It is a characteristic example of what is described as Utrecht Caravaggism.	What is the present painting?	a characteristic example of what is described as Utrecht Caravaggism
		The painting has a pendant representing a shepherd with a flute (private collection)	What has a pendant representing a shepherd with a flute?	the painting
		The present painting shows a shepherdess, half-length, wearing a large blue hat decorated with an iris and holding a staff.	Who are holding a staff?	the shepherdess
		The present painting shows a shepherdess, half-length, wearing a large blue hat decorated with an iris and holding a staff.	What are the shepherdess wearing?	a large blue hat decorated with an iris
		The present painting shows a shepherdess, half-length, wearing a large blue hat decorated with an iris and holding a staff.	Who does the present painting show?	a shepherdess, half-length
		The present painting shows a shepherdess, half-length, wearing a large blue hat decorated with an iris and holding a staff.	Who are wearing a large blue hat decorated with an iris?	the shepherdess
15907-08warrio.jpg	A sense of calm and expressiveness as well as light effects are outstanding in this canvas, with the beautiful helmet and pieces of armour on foreground. Thought to be the Gattamelata's portrait - a famous Italian captain (1370-1443) - the picture has been ascribed to the last activity of Giorgione, dead in 1510, although the attribution is not certain since some critics referred it to other artists as Paolo Morando called il Cavazzola.Restored in 199			
		A sense of calm and expressiveness as well as light effects are outstanding in this canvas, with the beautiful helmet and pieces of armor on foreground.	What are a sense of calm and expressiveness as well as light effects outstanding in?	in this canvas
05840-4empero.jpg	The picture shows the right wing of the diptych The Justice of Emperor III.The Emperor had married the daughter of the King of Aragon. His wife subsequently fell in love with a count of the imperial court. When the latter refused to respond to her advances, she publicly accused him of having made an attempt upon her honour. The Emperor, in a fit of anger, had the count beheaded on the spot. The count's wife asked to prove the truth of her husband's innocence by the ordeal of fire. She won her case, surviving the test unharmed. The Empress was found guilty of false accusation, and condemned to be burned alive.In the second panel, the Emperor is giving an audience to the widow. He sits on a throne beneath a dais, while she kneels before him to ask for reparation. In one hand she holds the livid head of her dead husband, and in the other a bar of red hot iron. The bar does not burn her, thus proving the innocence of her dead husband. Through an open doorway, we can see a hill in the background. There on a burning pyre, the Empress is punished according to her deserts.The original project, a cycle of four panels, remained uncompleted at Dirk Bouts' death in 1475. One of the four panels, the Ordeal by Fire, had been fully completed, another was judged to be almost so (by nae volmaect). Given that the entire story was depicted on two panels, at least one more theme must have been planned. The complete cycle is reminiscent of the work that Rogier van der Weyden undertook in c. 1440 for the Council Chamber of the Brussels City Hall, consisting of four panels with the exemplary Justice of Trajan and Herkinbald			
		In the second panel, the Emperor is giving an audience to the widow.	Who is giving an audience to the widow in the second panel?	the Emperor
		The complete cycle is reminiscent of the work that Rogier van der Weyden undertook in c. 1440 for the Council Chamber of the Brussels City Hall, consisting of four panels with the exemplary Justice of Trajan and Herkinbald	Who consists of four panels with the exemplary Justice of Trajan and Herkinbald?	Rogier van der Weyden
		The picture shows the right wing of the diptych The Justice of Emperor III.	What does the picture show?	the right wing of the diptych The Justice of Emperor III
		The complete cycle is reminiscent of the work that Rogier van der Weyden undertook in c. 1440 for the Council Chamber of the Brussels City Hall, consisting of four panels with the exemplary Justice of Trajan and Herkinbald	What is the complete cycle reminiscent of that Rogier van der Weyden undertook in c. 1440 for the Council Chamber of the Brussels City Hall?	of the work
		Given that the entire story was depicted on two panels, at least one more theme must have been planned.	What must have been planned?	at least one more theme
		The count's wife asked to prove the truth of her husband's innocence by the ordeal of fire.	What did the count's wife ask to prove the truth of by the ordeal of fire?	of her husband's innocence
10929-triptic1.jpg	The back of the wings depicted forest scenes. These panels are now in the Rijksmuseum, Amsterdam			
		These panels are now in the Rijksmuseum, Amsterdam	What are now in the Rijksmuseum, Amsterdam?	these panels
		The back of the wings depicted forest scenes.	What depicted forest scenes?	the back of the wings
		The back of the wings depicted forest scenes.	What do the back of the wings depict?	forest scenes
03208-port_gen.jpg	The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff. The physiognomy is well understood and the gradation of colour, shifting gently in pastel-like tones, is entirely typical of the artist			
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	What represents a portrait of an unidentified gentleman wearing a black jerkin and white ruff?	the painting
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	Who does the painting represent a portrait of wearing a black jerkin and white ruff?	of an unidentified gentleman
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	What is the unidentified gentleman?	bust length
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	What does the painting represent wearing a black jerkin and white ruff?	a portrait of an unidentified gentleman
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	Who is bust length?	the unidentified gentleman
		The painting represents a portrait of an unidentified gentleman, bust length, wearing a black jerkin and white ruff.	What does the painting represent a portrait of an unidentified gentleman?	wearing a black jerkin and white ruff
12010-jupiter1.jpg	The subject is taken from Ovid's Metamorphoses (Book 3, verses 287-309). Semele was one of Jupiter's many mortal lovers. Upon discovering her husband's infidelity, Juno convinced Semele to ask Jupiter to make love to her in his full divine glory. This he reluctantly began to do, surrounded by light and thunder, as can be seen in the present picture, but the might of his power consumed her - a mere mortal - with his lightning. Mercury managed to rescue the unborn child from her womb and placed it in Jupiter's thigh, from which the child, Bacchus-Dionysus, was later born.The musculature and turned pose of Jupiter, poised to strike with his thunderbolt, illustrate Dosso's mastery of and fascination for the human form			
		Mercury managed to rescue the unborn child from her womb and placed it in Jupiter's thigh, from which the child, Bacchus-Dionysus, was later born.	Who was Bacchus-Dionysus?	the child
		Semele was one of Jupiter's many mortal lovers.	Who was one of Jupiter's many mortal lovers?	Semele
		The musculature and turned pose of Jupiter, poised to strike with his thunderbolt, illustrate Dosso's mastery of and fascination for the human form	What do the musculature and turned pose of Jupiter illustrate?	Dosso's mastery of and fascination for the human form
		The musculature and turned pose of Jupiter, poised to strike with his thunderbolt, illustrate Dosso's mastery of and fascination for the human form	What do the musculature and turned pose of Jupiter illustrate Dosso's mastery of?	of and fascination for the human form
		Mercury managed to rescue the unborn child from her womb and placed it in Jupiter's thigh, from which the child, Bacchus-Dionysus, was later born.	What did Mercury place in Jupiter's thigh?	it
		The musculature and turned pose of Jupiter, poised to strike with his thunderbolt, illustrate Dosso's mastery of and fascination for the human form	Whose mastery of and fascination for the human form do the musculature and turned pose of Jupiter illustrate?	Dosso's mastery of and fascination for the human form
26091-25more3.jpg	The donors and their children are shown kneeling in the wings, in a landscape that extends from the central panel. The man is protected by St William of Maleval, the woman by St Barbara. The couple are Willem Moreel (who died in 1501), a prominent Bruges politician, and his wife Barbara van Vlaenderberch, or van Hertsvelde (died 1499)			
		The man is protected by St William of Maleval, the woman by St Barbara.	Who is protected by St William of Maleval by St Barbara?	the man
		The man is protected by St William of Maleval, the woman by St Barbara.	Who is the man protected by St William of Maleval by?	by St Barbara
		The couple are Willem Moreel (who died in 1501), a prominent Bruges politician, and his wife Barbara van Vlaenderberch, or van Hertsvelde (died 1499)	Who are the couple?	Willem Moreel, a prominent Bruges politician, and his wife Barbara van Vlaenderberch, or van Hertsvelde
		The man is protected by St William of Maleval, the woman by St Barbara.	Who is Maleval?	the woman
		The man is protected by St William of Maleval, the woman by St Barbara.	Who is the woman?	Maleval
		The donors and their children are shown kneeling in the wings, in a landscape that extends from the central panel.	Who are shown kneeling in the wings?	the donors and their children
07182-canal226.jpg	In Canaletto's day, the only crossing that spanned the largest waterway in Venice was the imposing Rialto Bridge, which consequently became the hub of both business life and traffic and a point of orientation amid the confusion of Venice's smaller canals and alleys. The artist shows the bridge in the veduta that looks out to the north-east from Palazzo Balbi.Canaletto shows on the far left a section of the Palazzo Balbi, to the right the Palazzo Contarini dalle Figure and the four palazzi of the Mocenigo family. In the distance we can see the Rialto Bridge, and beyond that to the right the roof of the church of SS. Giovanni e Paolo. In none of his other vedute has Canaletto placed such a curiously manned gondola in the foreground: the vessel, decorated with green twigs, contains two figures in Commedia dell'Arte costumes who seem to have escaped from the stage. The gondola, readied for a delightful picnic trip, is the scene of a marital drama, for the ugly old woman is clearly beating the man over his pointed hat with her oar, as he holds a tightly bundled infant out to her imploringly			
		The artist shows the bridge in the veduta that looks out to the north-east from Palazzo Balbi.	Who shows the bridge in the veduta that looks out to the north-east from Palazzo Balbi?	the artist
		The artist shows the bridge in the veduta that looks out to the north-east from Palazzo Balbi.	What does the artist show?	the bridge in the veduta that looks out to the north-east from Palazzo Balbi
		Canaletto shows on the far left a section of the Palazzo Balbi, to the right the Palazzo Contarini dalle Figure and the four palazzi of the Mocenigo family.	What does Canaletto show on the far left?	a section of the Palazzo Balbi
		Giovanni e Paolo.	Who Giovanni e?	Paolo
		Canaletto shows on the far left a section of the Palazzo Balbi, to the right the Palazzo Contarini dalle Figure and the four palazzi of the Mocenigo family.	Who does Canaletto show on the far left a section of?	of the Palazzo Balbi
		In the distance we can see the Rialto Bridge, and beyond that to the right the roof of the church of SS.	Who can see the Rialto Bridge to the right the roof of the church of SS in the distance?	we
37395-portking.jpg	Michel Sittow worked for the leading noble houses of Europe. His portrait of Christian II reflects a king whose close family ties to the imperial Habsburg court drew in into the centre of European art and culture. On his subsequent travels and exile the king came into direct contact with the cultural centres of Europe			
		On his subsequent travels and exile the king came into direct contact with the cultural centres of Europe	What did the king come into on his subsequent travels and exile?	into direct contact with the cultural centres of Europe
		Michel Sittow worked for the leading noble houses of Europe.	Who worked for the leading noble houses of Europe?	Michel Sittow
		On his subsequent travels and exile the king came into direct contact with the cultural centres of Europe	Who came into direct contact with the cultural centres of Europe on his subsequent travels and exile?	the king
