img	comment	related text	question	answer
09374-leaping1.jpg	For some of his large canvases Constable painted full-size oil sketches, The Leaping Horse being an example. Here he has tried to freeze a sudden action - the leap of a barge horse over a cattle barrier on the Stour towpath. But to the modern observer his own description of the picture, written shortly before it was ready for the 1825 Academy exhibition - 'calm &#38; exhilarating, fresh &#38; blowing' - applies more happily to the sketch; the greatest sufferer in the finished canvas is the sky, which has lost its bubbling clouds			
		Here he has tried to freeze a sudden action- the leap of a barge horse over a cattle barrier on the Stour towpath.	What has Constable tried to freeze on the Stour towpath?	a sudden action- the leap of a barge horse over a cattle barrier
		For some of his large canvases Constable painted full-size oil sketches, The Leaping Horse being an example.	Who painted full-size oil sketches?	Constable
		Here he has tried to freeze a sudden action- the leap of a barge horse over a cattle barrier on the Stour towpath.	Who has tried to freeze a sudden action- the leap of a barge horse over a cattle barrier on the Stour towpath?	Constable
		Here he has tried to freeze a sudden action- the leap of a barge horse over a cattle barrier on the Stour towpath.	What has Constable tried to freeze a sudden action- the leap of a barge horse over a cattle barrier on?	on the Stour towpath
		For some of his large canvases Constable painted full-size oil sketches, The Leaping Horse being an example.	What did Constable paint?	full-size oil sketches
40330-family2.jpg	The huge painting depicts Christian IX of Denmark with his large family of European royalty gathered in the garden hall at Fredensborg Palace			
		The huge painting depicts Christian IX of Denmark with his large family of European royalty gathered in the garden hall at Fredensborg Palace	What does the huge painting depict Christian IX of Denmark with?	with his large family of European royalty gathered in the garden hall at Fredensborg Palace
34902-11austri.jpg	Christian themes have never wholly excluded animal grotesques, strange hybrid creatures, or winged monsters. In their authentical role as a personification of evil, they form part of God's grand scheme of salvation. This is apparent in the areas framing the apse of St. Jacob in Kastellaz near Tramin in the southern Tyrol. The malicious creatures include centaurs, harpies, fish-like creatures, and dog-headed monsters devouring serpents. Armed with bow and arrow, serpent slings and clumsy bone tools, these grotesque creatures are also engaged in battle with one another			
		In their authentical role as a personification of evil, they form part of God's grand scheme of salvation.	Whose grand scheme of salvation do christian themes form part of in their authentical role as a personification of evil?	of God's grand scheme of salvation
		In their authentical role as a personification of evil, they form part of God's grand scheme of salvation.	What form part of God's grand scheme of salvation in their authentical role as a personification of evil?	christian themes
		Armed with bow and arrow, serpent slings and clumsy bone tools, these grotesque creatures are also engaged in battle with one another	What are clumsy bone tools?	these grotesque creatures
		Christian themes have never wholly excluded animal grotesques, strange hybrid creatures, or winged monsters.	What have christian themes never wholly excluded?	animal grotesques, strange hybrid creatures, or winged monsters
		In their authentical role as a personification of evil, they form part of God's grand scheme of salvation.	What do christian themes form part of in their authentical role as a personification of evil?	of God's grand scheme of salvation
		Armed with bow and arrow, serpent slings and clumsy bone tools, these grotesque creatures are also engaged in battle with one another	What are also engaged in battle with one another?	serpent slings and clumsy bone tools
09875-courb213.jpg	Courbet's contribution to the Salon of 1848, which was held in the Louvre, consisted of seven paintings and three drawings. Among them was the self-portrait called The Cellist which illustrated his passionate interest in music. Both at Ornans, where members of the family and his friend Promayet played various instruments, and in Paris Courbet lived in a milieu which encouraged his inclination toward music. He could turn his hand to the violin, composed songs and took an interest in the research into folksong			
		Courbet's contribution to the Salon of 1848, which was held in the Louvre, consisted of seven paintings and three drawings.	What did Courbet's contribution to the Salon of 1848 consist of?	of seven paintings and three drawings
		Courbet's contribution to the Salon of 1848, which was held in the Louvre, consisted of seven paintings and three drawings.	Whose contribution to the Salon of 1848 was held in the Louvre?	Courbet's contribution to the Salon of 1848
		Among them was the self-portrait called The Cellist which illustrated his passionate interest in music.	What was among seven paintings and three drawings?	the self-portrait called The Cellist which illustrated his passionate interest in music
		He could turn his hand to the violin, composed songs and took an interest in the research into folksong	What could the Cellist turn his hand to into folksong?	to the violin
		He could turn his hand to the violin, composed songs and took an interest in the research into folksong	Who could turn his hand to the violin into folksong?	the Cellist
		Courbet's contribution to the Salon of 1848, which was held in the Louvre, consisted of seven paintings and three drawings.	What was Courbet's contribution to the Salon of 1848 held in?	in the Louvre
16129-chris08.jpg	The comic characterization of the guests and servants is noteworthy in this scene			
		The comic characterization of the guests and servants is noteworthy in this scene	Where is the comic characterization of the guests and servants noteworthy?	in this scene
		The comic characterization of the guests and servants is noteworthy in this scene	What is the comic characterization of the guests and servants noteworthy in?	in this scene
