img	comment	related text	question	answer
12960-brant.jpg	The subject is the first wife of Rubens to whom the painting was attributed formerly. The ornamental gateway which Rubens built in his garden in Antwerp forms the architectural background. Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621. The sitter is about thirty, she died five years later, in 1626, probably of the plague			
		Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621.	What did Van Dyck present to Rubens as a gift before he left for Italy in 1621?	the painting
		Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621.	Who did Van Dyck present the painting to as a gift before he left for Italy in 1621?	to Rubens
		The subject is the first wife of Rubens to whom the painting was attributed formerly.	Who is the subject the first wife of to whom the painting was attributed formerly?	of Rubens
		Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621.	What did Rubens leave for in 1621?	for Italy
		Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621.	When did Rubens leave for Italy?	in 1621
		The subject is the first wife of Rubens to whom the painting was attributed formerly.	What is the first wife of Rubens to whom the painting was attributed formerly?	the subject
29363-0view1.jpg	The Strozzi Chapel contains one of the most important altarpieces of the Trecento, painted by Orcagna (Andrea di Cione) between 1354 and 1357. The frescoes in the chapel were probably painted at the same time as the retable by Nardo di Cione, the brother of Orcagna.In nearly a complete departure from earlier family chapels, the fresco program is devoted almost exclusively to a depiction of the Last Judgment, which takes up all three walls. The pictorial program of the frescoes is articulated like a triptych, with the Last Judgment on the west wall as the core of the ensemble and Paradise on the south wall as the pendant to Hell on the north wall.The picture shows the Strozzi Chapel from the east. On the west wall is the Last Judgment, on the south wall (left) the Paradise, on the north wall (right) the Hell can be seen.The figures in the stained glass window are the Madonna and Child, and the Dominican Saint Thomas Aquinas			
		The frescoes in the chapel were probably painted at the same time as the retable by Nardo di Cione, the brother of Orcagna.	What were the frescoes in the chapel probably painted at as the retable by Nardo di Cione?	at the same time
		The Strozzi Chapel contains one of the most important altarpieces of the Trecento, painted by Orcagna (Andrea di Cione) between 1354 and 1357.	When are the most important altarpieces painted by Orcagna?	between 1354 and 1357
		The picture shows the Strozzi Chapel from the east.	What does the picture show?	the Strozzi Chapel from the east
		The frescoes in the chapel were probably painted at the same time as the retable by Nardo di Cione, the brother of Orcagna.	What were the frescoes in the chapel probably painted at the same time as by Nardo di Cione?	as the retable
		The picture shows the Strozzi Chapel from the east.	What shows the Strozzi Chapel from the east?	the picture
		The Strozzi Chapel contains one of the most important altarpieces of the Trecento, painted by Orcagna (Andrea di Cione) between 1354 and 1357.	What does the Strozzi Chapel contain?	one of the most important altarpieces of the Trecento
40924-15virgin.jpg	This painting was executed by an unknown Flemish artist after Jan Gossart. It represents a very popular type which is demonstrated by the more than fifteen copies dating from Gossart's time well into the sixteenth century. The painting in the Metropolitan is the best of all versions in terms of quality and condition			
		It represents a very popular type which is demonstrated by the more than fifteen copies dating from Gossart's time well into the sixteenth century.	What represents a very popular type which is demonstrated by the more than fifteen copies dating from Gossart's time well into the sixteenth century?	this painting
