img	comment	related text	question	answer
29850-madonna.jpg	This painting bears the influence of Orioli's master, Matteo di Giovanni. Given the inclusion of its eponymous saint, it was likely painted for the Confraternity of St Jerome to which Orioli belonged			
		Given the inclusion of its eponymous saint, it was likely painted for the Confraternity of St Jerome to which Orioli belonged	What was likely painted for the Confraternity of St Jerome to which Orioli belonged given the inclusion of its eponymous saint?	this painting
		This painting bears the influence of Orioli's master, Matteo di Giovanni.	Whose master is Matteo di Giovanni?	Orioli's master
		This painting bears the influence of Orioli's master, Matteo di Giovanni.	Who is Matteo di Giovanni?	Orioli's master
		This painting bears the influence of Orioli's master, Matteo di Giovanni.	Who is Orioli's master?	Matteo di Giovanni
		This painting bears the influence of Orioli's master, Matteo di Giovanni.	What bears the influence of Orioli's master?	this painting
17443-ceiling.jpg	It is doubtful whether this fresco on the ceiling of the room, which was used for audiences during the reign of Charles III, is the work of Antonio Gonz�lez Vel�zquez or his brother Luis			
		It is doubtful whether this fresco on the ceiling of the room, which was used for audiences during the reign of Charles III, is the work of Antonio Gonzlez Velzquez or his brother Luis	When was the fresco on the ceiling of the room used for audiences?	during the reign of Charles III
		It is doubtful whether this fresco on the ceiling of the room, which was used for audiences during the reign of Charles III, is the work of Antonio Gonzlez Velzquez or his brother Luis	What is the work of Antonio Gonzlez Velzquez or Charles III Luis?	this fresco on the ceiling of the room
		It is doubtful whether this fresco on the ceiling of the room, which was used for audiences during the reign of Charles III, is the work of Antonio Gonzlez Velzquez or his brother Luis	What was used for audiences during the reign of Charles III?	the fresco on the ceiling of the room
		It is doubtful whether this fresco on the ceiling of the room, which was used for audiences during the reign of Charles III, is the work of Antonio Gonzlez Velzquez or his brother Luis	What was the fresco on the ceiling of the room used for during the reign of Charles III?	for audiences
28540-argent01.jpg	This painting is one of the many works Monet produced in Argenteuil depicting the Seine			
		This painting is one of the many works Monet produced in Argenteuil depicting the Seine	What is one of the many works Monet produced in Argenteuil depicting the Seine?	this painting
35829-river_l3.jpg	In this peaceful river scene. various vessels float along a river whose blue surface is slightly rippled by a gentle breeze. Beyond the bank at right rises the tower of Liesvelt Castle - a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740. It appears Ruysdael appreciated the picturesque qualities of this structure, for it recurs in a number of his other imagined river scene			
		various vessels float along a river whose blue surface is slightly rippled by a gentle breeze.	What do various vessels float along?	along a river whose blue surface is slightly rippled by a gentle breeze
		Beyond the bank at right rises the tower of Liesvelt Castle- a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740.	What does a fortress along beyond the bank at right rises the tower of Liesvelt Castle?	that sat along the bank of the Lek River in South Holland until it was demolished in 1740
		Beyond the bank at right rises the tower of Liesvelt Castle- a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740.	What does a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740 beyond?	beyond the bank at right rises the tower of Liesvelt Castle
		Beyond the bank at right rises the tower of Liesvelt Castle- a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740.	What does a fortress that sat along in South Holland until it was demolished in 1740 beyond the bank at right rises the tower of Liesvelt Castle?	along the bank of the Lek River
		Beyond the bank at right rises the tower of Liesvelt Castle- a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740.	What does a fortress that sat along the bank of the Lek River in until it was demolished in 1740 beyond the bank at right rises the tower of Liesvelt Castle?	in South Holland
		Beyond the bank at right rises the tower of Liesvelt Castle- a fortress that sat along the bank of the Lek River in South Holland until it was demolished in 1740.	What was demolished in 1740?	South Holland
15788-kermesse.jpg	This refined small copper painting shows a village feast with dancing villagers. The artist particularly focuses on the teeming figures in this depiction of a kermesse			
		This refined small copper painting shows a village feast with dancing villagers.	What shows a village feast with dancing villagers?	this refined small copper painting
		The artist particularly focuses on the teeming figures in this depiction of a kermesse	What does the artist particularly focus on the teeming figures in?	in this depiction of a kermesse
16092-mary03.jpg	Having been educated at the temple, the Virgin Mary was to become betrothed. However, since her parents had dedicated her to the Lord, her future husband was to be decided upon by a miracle. He whose rod brought forth blossom would marry the Virgin. The fresco shows the choir of a church, at whose altar the high priest stands, receiving the rods. Attentive and excited, the young men hand over their rods. Only Joseph stands somewhat hesitantly on the extreme left. The legend tells us that he considered himself too old for the Virgin.The three scenes related to the marriage of Mary take place in the same church			
		He whose rod brought forth blossom would marry the Virgin.	Who would marry the Virgin?	he
		The fresco shows the choir of a church, at whose altar the high priest stands, receiving the rods.	What does the high priest receive?	the rods
		The legend tells us that he considered himself too old for the Virgin.	Who does the legend tell the young men that Joseph considered too old for the Virgin?	himself
