img	comment	related text	question	answer
09853-courb115.jpg	In 1858 Courbet stayed in Frankfurt where a studio was placed at his disposal in which young painters could watch him at work. Three major pictures date from his stay in  Frankfurt: The German Huntsman, The Hunters' Meal and the Woman of Frankfurt. The last of these constituted a new kind of painting for Courbet, a society portrait, staged with all the trappings this kind of commission required. It shows the wife of a Frankfurt notability in a sort of timeless state of incompletion relieved only by the features of the young woman savouring the late afternoon light from her terrace			
		Three major pictures date from his stay in Frankfurt: The German Huntsman, The Hunters ' Meal and the Woman of Frankfurt.	How many major pictures date from Courbet's stay in Frankfurt: The German Huntsman, The Hunters ' Meal and the Woman of Frankfurt?	three major pictures
		The last of these constituted a new kind of painting for Courbet, a society portrait, staged with all the trappings this kind of commission required.	Who was a society portrait?	Courbet
		In 1858 Courbet stayed in Frankfurt where a studio was placed at his disposal in which young painters could watch him at work.	Who stayed in Frankfurt where a studio was placed at his disposal in which young painters could watch him at work in 1858?	Courbet
		In 1858 Courbet stayed in Frankfurt where a studio was placed at his disposal in which young painters could watch him at work.	Where did Courbet stay where a studio was placed at his disposal in which young painters could watch him at work in 1858?	in Frankfurt
		In 1858 Courbet stayed in Frankfurt where a studio was placed at his disposal in which young painters could watch him at work.	What did Courbet stay in where a studio was placed at his disposal in which young painters could watch him at work in 1858?	in Frankfurt
		The last of these constituted a new kind of painting for Courbet, a society portrait, staged with all the trappings this kind of commission required.	What was Courbet?	a society portrait
09700-06jacob.jpg	This painting was commissioned by Pope Urban VIII			
		This painting was commissioned by Pope Urban VIII	What was commissioned by Pope Urban VIII?	this painting
31235-montefe3.jpg	Piero's panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature. They represents Triumphs matching that on the reverse of the portrait			
		Piero's panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature.	What are Piero's panels depicting the Duke and Duchess of Urbino both painted on the reverse in?	in a style that can be regarded as miniature
		Piero's panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature.	What are both painted on the reverse in a style that can be regarded as miniature?	Piero's panels depicting the Duke and Duchess of Urbino
		Piero's panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature.	What are Piero's panels depicting the Duke and Duchess of Urbino both painted on in a style that can be regarded as miniature?	on the reverse
		They represents Triumphs matching that on the reverse of the portrait	What does Piero's panels depicting the Duke and Duchess of Urbino represent Triumphs matching on the reverse of the portrait?	that
		Piero's panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature.	Whose panels depicting the Duke and Duchess of Urbino are both painted on the reverse in a style that can be regarded as miniature?	Piero's panels depicting the Duke and Duchess of Urbino
37645-1paolo04.jpg	The picture shows the narrative scene on the north wall of the sacristy in San Paolo Maggiore, Naples.Thanks to their large format and their multitude of figures, the scenes on the end walls are largely responsible for the magnificent effect of the space. On the north wall the Conversion of St Paul is depicted, on the opposite south wall the Fall of Simon Magus can be seen. The two scenes depicting falls were juxtaposed with obviously didactic intent.In designing the Conversion of St Paul, Solimena was obliged to compete the monumental painting of Michelangelo, which was available in the seventeenth century in many reproductions. That his work survives comparison with this imposing precedent is not a result of borrowing from Michelangelo, but of his staging the scene in a way that could hardly be more dramatic, showing the tumultuous response of Saul's retinue to the fall and blinding of their leader			
		The picture shows the narrative scene on the north wall of the sacristy in San Paolo Maggiore, Naples.	What is San Paolo Maggiore?	Naples
		The two scenes depicting falls were juxtaposed with obviously didactic intent.	How many scenes depicting falls were juxtaposed with obviously didactic intent?	the two scenes depicting falls
		On the north wall the Conversion of St Paul is depicted, on the opposite south wall the Fall of Simon Magus can be seen.	What is depicted on the north wall?	the Conversion of St Paul
		The picture shows the narrative scene on the north wall of the sacristy in San Paolo Maggiore, Naples.	What shows the narrative scene on the north wall of the sacristy in San Paolo Maggiore?	the picture
		In designing the Conversion of St Paul, Solimena was obliged to compete the monumental painting of Michelangelo, which was available in the seventeenth century in many reproductions.	Who was available in the seventeenth century in many reproductions?	Michelangelo
		Thanks to their large format and their multitude of figures, the scenes on the end walls are largely responsible for the magnificent effect of the space.	What are figures?	the scenes on the end
11593-magdalen.jpg	This is among the most noted works of Carlo Dolci. It was once at the Uffizi, and was placed in the Pitti during the rearrangement of 1928			
		It was once at the Uffizi, and was placed in the Pitti during the rearrangement of 1928	What was placed in the Pitti during the rearrangement of 1928?	this
		This is among the most noted works of Carlo Dolci.	What is among the most noted works of Carlo Dolci?	this
		It was once at the Uffizi, and was placed in the Pitti during the rearrangement of 1928	What was once at the Uffizi?	this
32993-3jacob.jpg	The picture shows the fresco in the sixth vault of the Loggia of Leo X			
		The picture shows the fresco in the sixth vault of the Loggia of Leo X	What shows the fresco in the sixth vault of the Loggia of Leo X?	the picture
		The picture shows the fresco in the sixth vault of the Loggia of Leo X	What does the picture show in the sixth vault of the Loggia of Leo X?	the fresco
		The picture shows the fresco in the sixth vault of the Loggia of Leo X	What does the picture show the fresco in?	in the sixth vault of the Loggia of Leo X
22299-allegor.jpg	This painting appears at first sight to be a triple portrait. The features are very natural, and the figures wear fashionable contemporary dress. But other elements make it likely that they were meant to be interpreted allegorically, and not as recognisable people. In particular, the prominent way in which roses are displayed on the ledge in the foreground and in the woman's belt clearly allude to the sweetness but transience of love. Nor can this be a simple scene of everyday music making, since the musical score is for an instrument, yet the figures represented are not instrumentalists. Instead, music is invoked as another poignant symbol of the transience of beauty and happiness			
		Instead, music is invoked as another poignant symbol of the transience of beauty and happiness	What is invoked as another poignant symbol of the transience of beauty and happiness?	music
		Instead, music is invoked as another poignant symbol of the transience of beauty and happiness	What is music invoked as?	as another poignant symbol of the transience of beauty and happiness
		The features are very natural, and the figures wear fashionable contemporary dress.	What are very natural?	the features
		The features are very natural, and the figures wear fashionable contemporary dress.	What wear fashionable contemporary dress?	the figures
		This painting appears at first sight to be a triple portrait.	What appears at first sight to be a triple portrait?	this painting
		The features are very natural, and the figures wear fashionable contemporary dress.	What do the figures wear?	fashionable contemporary dress
36532-portrait.jpg	In addition to producing scenes with artificial illumination for which he was famous, Schalcken was also a successful portraitist			
		In addition to producing scenes with artificial illumination for which he was famous, Schalcken was also a successful portraitist	What was Schalcken also a successful portraitist in?	in addition to producing scenes with artificial illumination for which he was famous
16588-3pitti.jpg	The picture shows the east wall of the Salone Terreno (Room of Giovanni da San Giovanni) on the ground floor of the Palazzo Pitti. On the long east wall is depicted in three scenes the expulsion of the arts and sciences from Parnassus - symbol of the Golden Age of Antiquity - occasioned by time, the furies, religious fanaticism, and barbarism, and followed by their ultimate rescue			
		The picture shows the east wall of the Salone Terreno (Room of Giovanni da San Giovanni) on the ground floor of the Palazzo Pitti.	What shows the east wall of the Salone Terreno on the ground floor of the Palazzo Pitti?	the picture
