img	comment	related text	question	answer
06212-ferdinan.jpg	This small portrait of the young Ferdinando was executed by the workshop of Bronzino. When Ferdinando I succeeded Francesco in 1587, he renounced his cardinalate and married the French princess Christine of Lorraine			
		When Ferdinando I succeeded Francesco in 1587, he renounced his cardinalate and married the French princess Christine of Lorraine	Who married the French princess Christine of Lorraine?	he
		When Ferdinando I succeeded Francesco in 1587, he renounced his cardinalate and married the French princess Christine of Lorraine	Who succeeded Francesco in 1587?	I
		This small portrait of the young Ferdinando was executed by the workshop of Bronzino.	What was executed by the workshop of Bronzino?	this small portrait of the young Ferdinando
25228-votive.jpg	This votive panel, painted by a follower of Master Theoderic, was donated by Jan O�ko of Vla&#154;im, a confidant of King Charles IV, and the archbishop of Prague. In the upper register, St Sigismund and St Wenceslas, the patron saints of Bohemia, introduce Charles IV and his son Wenceslas IV to the Madonna and Christ Child. Below the Virgin, Jan O�ko kneels before other local saints			
		In the upper register, St Sigismund and St Wenceslas, the patron saints of Bohemia, introduce Charles IV and his son Wenceslas IV to the Madonna and Christ Child.	Who do St Wenceslas introduce to the Madonna and Christ Child?	Charles IV and his son Wenceslas IV
		This votive panel, painted by a follower of Master Theoderic, was donated by Jan Oko of Vla &#154; im, a confidant of King Charles IV, and the archbishop of Prague.	What was donated by Jan Oko of Vla &#154; im, and the archbishop of Prague?	this votive panel
		This votive panel, painted by a follower of Master Theoderic, was donated by Jan Oko of Vla &#154; im, a confidant of King Charles IV, and the archbishop of Prague.	Who was a confidant of King Charles IV?	Vla &#154; im
		Below the Virgin, Jan Oko kneels before other local saints	Who kneels before other local saints?	Jan Oko
		In the upper register, St Sigismund and St Wenceslas, the patron saints of Bohemia, introduce Charles IV and his son Wenceslas IV to the Madonna and Christ Child.	Who do St Wenceslas introduce Charles IV and his son Wenceslas IV to?	to the Madonna and Christ Child
		In the upper register, St Sigismund and St Wenceslas, the patron saints of Bohemia, introduce Charles IV and his son Wenceslas IV to the Madonna and Christ Child.	Who was St Wenceslas?	the patron saints of Bohemia
