img	comment	related text	question	answer
33990-2cappell.jpg	The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear			
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	Who are the paintings in the cupola vault the Coronation of the Virgin and Choirs of?	of Angels
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	When do Moses, David, Solomon, and Isaiah appear?	in the pendentives the four prophets
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	Who appear in the pendentives the four prophets?	Moses, David, Solomon, and Isaiah
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	Who are the paintings in the cupola vault the Coronation of of Angels?	of the Virgin and Choirs
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	What are the Coronation of the Virgin and Choirs of Angels?	the paintings in the cupola vault
		The paintings in the cupola vault are the Coronation of the Virgin and Choirs of Angels, while in the pendentives the four prophets Moses, David, Solomon, and Isaiah appear	What are the paintings in the cupola vault?	the Coronation of the Virgin and Choirs of Angels
31911-sylveste.jpg	San Giovanni in Laterano is the cathedral of Rome, and as such is the privileged seat of papal authority. The origins of this sacred edifice are rooted in legends. The best known among the many legends which sprang up in the Middle Ages tells that the emperor Constantine (280-337) was suffering from leprosy when Peter and Paul appeared to him in a dream and promised him he would get well if he were baptized. The pope at that time was Sylvester I (314-335), who had fled Rome for fear of persecution and lived in hiding among the forests of Mount Socrate. Reassured by the emperor, he agreed to return to Rome and baptize Constantine. Healed of his leprosy, Constantine as a sign of gratitude built the basilica of San Giovanni			
		Reassured by the emperor, he agreed to return to Rome and baptize Constantine.	Who was reassured by the emperor?	the pope at that time
		San Giovanni in Laterano is the cathedral of Rome, and as such is the privileged seat of papal authority.	What is San Giovanni in Laterano the cathedral of?	of Rome
		Reassured by the emperor, he agreed to return to Rome and baptize Constantine.	Who agreed to return to Rome and baptize Constantine?	the pope at that time
		San Giovanni in Laterano is the cathedral of Rome, and as such is the privileged seat of papal authority.	Who is the cathedral of Rome?	San Giovanni in Laterano
		San Giovanni in Laterano is the cathedral of Rome, and as such is the privileged seat of papal authority.	What is San Giovanni in Laterano?	the cathedral of Rome
		The origins of this sacred edifice are rooted in legends.	What are rooted in legends?	the origins of this sacred edifice
15276-106gerid.jpg	The theme of G�ricault's Study of Feet and Hands is a fragment. Thus his still-life shows broken facets of an event, one that has resulted in the death of the individuals whose severed limbs are arranged here, in a dramatic scenario that unleashes emotional responses. G�ricault succeeds in lending the macabre motif a peculiar life of its own. It is as if the painter were concerned to dissolve the boundary between the part and the whole, the dead and the living. There is an air of tenderness in the way in which arm is draped around a foot. The intimate interlacing of a woman's arm and a man's legs may also conceal an element of eroticism.The limbs were possibly painted after living models. G�ricault painted fragments of body parts not only as preparatory studies for the greatest of his masterpieces, the Raft of the Medusa (Paris, Louvre); some he painted later as works more or less in a genre of their own: starting from functional oil sketches, he developed them into an autonomous form			
		It is as if the painter were concerned to dissolve the boundary between the part and the whole, the dead and the living.	What is as if the painter were concerned to dissolve the boundary between the part and the whole, the dead and the living?	it
		The limbs were possibly painted after living models.	What were possibly painted after living models?	the limbs
		The theme of Gricault's Study of Feet and Hands is a fragment.	What is a fragment?	the theme of Gricault's Study of Feet and Hands
		The intimate interlacing of a woman's arm and a man's legs may also conceal an element of eroticism.	What may the intimate interlacing of a woman's arm and a man's legs also conceal?	an element of eroticism
		Thus his still-life shows broken facets of an event, one that has resulted in the death of the individuals whose severed limbs are arranged here, in a dramatic scenario that unleashes emotional responses.	What is one?	the event
		The intimate interlacing of a woman's arm and a man's legs may also conceal an element of eroticism.	Who may also conceal an element of eroticism?	the intimate interlacing of a woman's arm and a man's legs
42730-dog_reg2.jpg	This painting, and its companion painting The Dog of the Regiment Wounded, illustrating scenes remembered from the Napoleonic wars enjoyed a huge reputation in the earlier 19th century			
		This painting, and its companion painting The Dog of the Regiment Wounded, illustrating scenes remembered from the Napoleonic wars enjoyed a huge reputation in the earlier 19th century	What enjoyed a huge reputation in the earlier 19th century?	this painting, and its companion
43635-trajan.jpg	The subject is taken from the story in the Golden Legend in which a widow begs the Emperor Trajan (98-117) for vengeance for the death of her son who was murdered by the son of the Emperor. Though Trajan did give up his son to her, he was nevertheless condemned to Purgatory. Five hundred years later Pope Gregory the Great (circa 540-604) was so distressed that the pagan emperor Trajan had been consigned to Purgatory that he prayed to God to have a special exception made. God heard Gregory's prayer and Trajan was transferred to heaven. This tale was popularised in the Middle Ages by Dante in The Divine Comedy.The figures of the present picture were painted by Gillis Mostaert			
		The figures of the present picture were painted by Gillis Mostaert	Who were the figures of the present picture painted by?	by Gillis Mostaert
		God heard Gregory's prayer and Trajan was transferred to heaven.	Who heard Gregory's prayer?	God
		God heard Gregory's prayer and Trajan was transferred to heaven.	What did God hear?	Gregory's prayer
		God heard Gregory's prayer and Trajan was transferred to heaven.	What was Trajan transferred to?	to heaven
		Though Trajan did give up his son to her, he was nevertheless condemned to Purgatory.	What was the Emperor Trajan nevertheless condemned to?	to Purgatory
		God heard Gregory's prayer and Trajan was transferred to heaven.	Who was transferred to heaven?	Trajan
37297-2agostin.jpg	The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer. The architectural settings of the scenes depict an overall view of Siena (in the Child Attacked by a Wolf), a view of the narrow streets of the city (in the Child Falling from a Balcony) and even an interior scene (in the Child Falling out of his Cradle, also known as the Paganelli Miracle); and in fact one could say that the city of Siena is indeed the co-protagonist of this painting. The buildings of the city centre are counterbalanced by the rural landscape in the scene of the Knight Falling down a Ravine, probably a depiction of the countryside immediately outside Siena, with the towers of faraway castles standing out amidst the bare hills			
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	What was the one being divided into two sections: the accident and the miracle followed by?	by a thanksgiving prayer
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	What are ex-votos?	each one being divided into two sections: the accident and the miracle
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	Who are each one being divided into two sections: the accident and the miracle?	ex-votos
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	Who were followed by a thanksgiving prayer?	ex-votos
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	What are organized according to the composition of ex-votos?	the scenes
		The scenes are organized according to the composition of ex-votos, each one being divided into two sections: the accident and the miracle, followed by a thanksgiving prayer.	What were ex-votos followed by?	by a thanksgiving prayer
12343-sleeping.jpg	In this seemingly classic genre scene there are clear sexual connotations such as the exposed chest of the sleeping woman, and the ambivalent position of the standing woman's hand			
