img	comment	related text	question	answer
10788-trinita.jpg	Daniele da Volterra and his workshop frescoed a tomb chapel for Lucrezia della Rovere in the Roman church of Santissima Trinit&#224; dei Monti. The Marian program of the decoration is tailored to the woman who commissioned it; the worries, plights, joys, achievements, and heavenly rewards of women are depicted. Each of the three walls is filled from floor to cornice with a single large narrative scene. On the side walls one finds painted balustrades below, from which steps seem to lead up out of the chapel to the stage on which the story takes place. The left balustrade, in front of the terrible scene of the Massacre of the Innocents, is closed; the one on the right, before the exemplary Presentation of the Virgin, is open. The chapel seems to have been transformed into a loggia, which on the altar wall continues into the depth of the painting. The real chapel is expanded into a fictive one, in which the apostles are standing around Mary's grave, and the Mother of God floats away to the Assumption amid a wreath of angels. In the foreground two apostles seem to be leaning out of the painting onto the actual altar of the chapel			
		The real chapel is expanded into a fictive one, in which the apostles are standing around Mary's grave, and the Mother of God floats away to the Assumption amid a wreath of angels.	What is expanded into a fictive one?	the real chapel
		The real chapel is expanded into a fictive one, in which the apostles are standing around Mary's grave, and the Mother of God floats away to the Assumption amid a wreath of angels.	What is the real chapel expanded into?	into a fictive one
		The Marian program of the decoration is tailored to the woman who commissioned it; the worries, plights, joys, achievements, and heavenly rewards of women are depicted.	Who is the Marian program of the decoration tailored to?	to the woman who commissioned it
		The left balustrade, in front of the terrible scene of the Massacre of the Innocents, is closed; the one on the right, before the exemplary Presentation of the Virgin, is open.	What is closed?	the left balustrade
		The chapel seems to have been transformed into a loggia, which on the altar wall continues into the depth of the painting.	What does the loggia continue into the depth of the painting on?	on the altar wall
		On the side walls one finds painted balustrades below, from which steps seem to lead up out of the chapel to the stage on which the story takes place.	What does one find painted balustrades below on?	on the side walls
11551-ducale.jpg	Sigmund Streit, a German merchant who lived in Venice and Padua, commissioned a cycle of six Venetian feasts and ceremonies from Antonio Diziani. These scenes stress the dramatic intersection of people and place, presenting the Serenissima as perpetual theatre. This painting depicts the Sala del Maggior Consiglio, the Republic's seat of government			
		Sigmund Streit, a German merchant who lived in Venice and Padua, commissioned a cycle of six Venetian feasts and ceremonies from Antonio Diziani.	Who did Sigmund Streit commission a cycle of six Venetian feasts and ceremonies from?	from Antonio Diziani
		These scenes stress the dramatic intersection of people and place, presenting the Serenissima as perpetual theater.	What present the Serenissima as perpetual theater?	these scenes
