img	comment	related text	question	answer
39079-02hyacin.jpg	In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth. Behind them to the left, and somewhat distanced, is a group of onlookers included as staffage, while a grinning statue of Pan and a parrot, on the right, act as a third centre in the composition, their presence turning the tragedy of the scene to irony			
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	Who accidentally killed Hyacinth's body during a ball game?	Apollo
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	Whose body did Apollo accidentally kill during a ball game?	Hyacinth's body
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	What did Apollo accidentally kill Hyacinth's body during?	during a ball game
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	What does Apollo lament Hyacinth and whose body is impressively laid out on a red cloth in?	in the foreground
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	What does Apollo lament in the foreground?	Hyacinth and whose body is impressively laid out on a red cloth
		In the foreground, accompanied by a putto, and with a sweeping gesture, Apollo laments Hyacinth, who he accidentally killed during a ball game, and whose body is impressively laid out on a red cloth.	What did Apollo accidentally kill during a ball game?	Hyacinth's body
39652-7almsgiv.jpg	The painting is the reassertion of the Christian principle of spontaneous, indiscriminate, private charity, by this time out of date in comparison with contemporary selective, bureaucratically administered assistance. (Compare the painting with Lorenzo Lotto's The Alms of St Anthony!			
		The painting is the reassertion of the Christian principle of spontaneous, indiscriminate, private charity, by this time out of date in comparison with contemporary selective, bureaucratically administered assistance.	What is the reassertion of the Christian principle of spontaneous private charity?	the painting
		The painting is the reassertion of the Christian principle of spontaneous, indiscriminate, private charity, by this time out of date in comparison with contemporary selective, bureaucratically administered assistance.	What is the painting?	the reassertion of the Christian principle of spontaneous private charity
		The painting is the reassertion of the Christian principle of spontaneous, indiscriminate, private charity, by this time out of date in comparison with contemporary selective, bureaucratically administered assistance.	What is the painting the reassertion of?	of the Christian principle of spontaneous private charity
34179-st_john.jpg	Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps			
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	Who was Juan the son of?	of Francisco Ribalta
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	What did Juan follow with in his father's footsteps?	with grandeur
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	When did Francisco Ribalta die prematurely?	in 1628
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	What did Juan follow with grandeur in?	in his father's footsteps
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	Who died prematurely in 1628?	Francisco Ribalta
		Juan, the son of Francisco Ribalta, who died prematurely in 1628, followed with grandeur in his father's footsteps	Who was the son of Francisco Ribalta?	Juan
24072-3sposi03.jpg	Opening up the room to the sky and painting the figures in extreme foreshortening, as seen from the viewer's point of view immediately below, were sensational devices in Mantegna's day. This was the first time a rigorous sotto in s&#249; perspective, that is foreshortened from below, had been painted successfully. This provided a point of departure for the development of ceiling frescoes that was exploited to greatest effect during the Baroque			
		Opening up the room to the sky and painting the figures in extreme foreshortening, as seen from the viewer's point of view immediately below, were sensational devices in Mantegna's day.	What were the figures in extreme foreshortening in Mantegna's day?	sensational devices
		Opening up the room to the sky and painting the figures in extreme foreshortening, as seen from the viewer's point of view immediately below, were sensational devices in Mantegna's day.	What were sensational devices in Mantegna's day?	the figures in extreme foreshortening
		This was the first time a rigorous sotto in s &#249; perspective, that is foreshortened from below, had been painted successfully.	What was the first time a rigorous sotto in s &#249; perspective had been painted successfully?	this
		Opening up the room to the sky and painting the figures in extreme foreshortening, as seen from the viewer's point of view immediately below, were sensational devices in Mantegna's day.	When were the figures in extreme foreshortening sensational devices?	in Mantegna's day
		This was the first time a rigorous sotto in s &#249; perspective, that is foreshortened from below, had been painted successfully.	What is foreshortened from below?	&#249; perspective
		Opening up the room to the sky and painting the figures in extreme foreshortening, as seen from the viewer's point of view immediately below, were sensational devices in Mantegna's day.	Whose day were the figures in extreme foreshortening sensational devices in?	in Mantegna's day
