img	comment	related text	question	answer
40176-rumor_er.jpg	This painting is part of the NELRI series, Troost's best known work. (The name is derived from the first letters of the Latin inscriptions which accompany the five views of the activities of a group of men during the night of a reunion.) In this series we are shown what happens during a gathering that begins quietly in the early evening and ends well after midnight with the participants dead drunk.Troost is often called the Dutch Hogarth. They were exact contemporaries, both made formal portraits as well as conversation pieces, the name given to small-scale group portraits in a social setting. Both won fame for their series of genre pictures, which are commentaries on the life of their times, and for pictures of contemporary theatrical performances. Also both are satirists, but here there is a fundamental difference. Troost is never as critical or aggressive as Hogarth. Troost does not moralize. Instead of moralizing on the evils of drink, as Hogarth was wont to do, Troost's NELRI pictures humorously show the stages as well as the psychological and physiological effects of inebriation. In this respect his spirit differs from Jan Steen's too. It will be recalled that moralizing was a dominant strain in Steen's art			
		They were exact contemporaries, both made formal portraits as well as conversation pieces, the name given to small-scale group portraits in a social setting.	Who were both made formal portraits as well as conversation pieces given to small-scale group portraits in a social setting?	exact contemporaries
		Both won fame for their series of genre pictures, which are commentaries on the life of their times, and for pictures of contemporary theatrical performances.	What did both win?	fame for commentaries's series of genre pictures
		Troost is never as critical or aggressive as Hogarth.	Who is never as critical or aggressive as Hogarth?	Troost
		They were exact contemporaries, both made formal portraits as well as conversation pieces, the name given to small-scale group portraits in a social setting.	What were conversation pieces?	the name
		Troost is often called the Dutch Hogarth.	Who is Troost often called?	the Dutch Hogarth
		Instead of moralizing on the evils of drink, as Hogarth was wont to do, Troost's NELRI pictures humorously show the stages as well as the psychological and physiological effects of inebriation.	What humorously show the stages as well as the psychological and physiological effects of inebriation?	Troost's NELRI pictures
35409-30religi.jpg	This composition shows the resurrected Christ triumphant over death and sin. The skeleton and the snake at his feet stand for death and sin. The figure of Christ is taken from Rubens's Last Judgment in the Alte Pinakothek in Munich			
		The skeleton and the snake at his feet stand for death and sin.	What stand for death and sin?	the skeleton and the snake at his feet
		The figure of Christ is taken from Rubens's Last Judgment in the Alte Pinakothek in Munich	What is taken from Rubens's Last Judgment in the Alte Pinakothek in Munich?	the figure of Christ
		The figure of Christ is taken from Rubens's Last Judgment in the Alte Pinakothek in Munich	Whose Last Judgment in the Alte Pinakothek in Munich is the figure of Christ taken from?	from Rubens's Last Judgment in the Alte Pinakothek in Munich
		The figure of Christ is taken from Rubens's Last Judgment in the Alte Pinakothek in Munich	When is the figure of Christ taken?	from Rubens's Last Judgment in the Alte Pinakothek in Munich
		This composition shows the resurrected Christ triumphant over death and sin.	What shows the resurrected Christ triumphant over death and sin?	this composition
07993-christse.jpg	The androgynous, Corregiesque figure of Christ imbues this canvas with a compelling fusion of pietism and eroticism			
		The androgynous, Corregiesque figure of Christ imbues this canvas with a compelling fusion of pietism and eroticism	What does the androgynous, Corregiesque figure of Christ imbue?	this canvas with a compelling fusion of pietism and eroticism
15999-speaking.jpg	This painting is in the lunette			
		This painting is in the lunette	What is in the lunette?	this painting
09750-madonna.jpg	This signed and dated painting was commissioned by justice Alberto de' Cattanei and notary Domenico degli Amorini for the Palazzo della Mercanzia nel Foro dei Mercanti in Bologna where it remained until 1785.The saints on the painting are St Petronio and St John the Evangelist. The kneeling figure in profile is Alberto de' Cattanei			
		The kneeling figure in profile is Alberto de ' Cattanei	Who is the kneeling figure in profile?	Alberto de ' Cattanei
		The kneeling figure in profile is Alberto de ' Cattanei	What is Alberto de ' Cattanei?	the kneeling figure in profile
		The saints on the painting are St Petronio and St John the Evangelist.	Who are St Petronio and St John the Evangelist?	the saints on the painting
		The kneeling figure in profile is Alberto de ' Cattanei	Whose Cattanei is the kneeling figure in profile?	Alberto de ' Cattanei
		This signed and dated painting was commissioned by justice Alberto de ' Cattanei and notary Domenico degli Amorini for the Palazzo della Mercanzia nel Foro dei Mercanti in Bologna where it remained until 1785.	What was commissioned by justice Alberto de ' Cattanei and notary Domenico degli Amorini for the Palazzo della Mercanzia nel Foro dei Mercanti in Bologna where it remained until 1785?	this signed and dated painting
		The saints on the painting are St Petronio and St John the Evangelist.	Who are the saints on the painting?	St Petronio and St John the Evangelist
06615-flowers.jpg	Unlike Bosschaert, Brueghel did not use landscapes as a background. Rather, protruding upwards from a flower pot, his myriads of flowers are set against a pitch-dark background, so that the contrast gives them a luminous quality. While Bosschaert preferred more cultivated flowers - rather costly at the time - and only depicted a few flowers of the fields and meadows among them, it is precisely these delicate plants that gave Brueghel the idea for 'tapestry' of flowers. Indeed, there is such an abundance of different species that they often defeat identification - over 130 kinds have been counted up to now. It is indeed a tapestry, as all the blossoms seem to crowd towards the front, just as in a two-dimensional space.Brueghel's bouquets always build up from relatively small flowers at the bottom to increasingly larger ones at the top, completely against all our current aesthetic 'laws' of compositional gravity. The picture is dominated by a long-stemmed crown imperial, like a real crown. Below are some blue fleurs-de-lis, flanked by white lilies on the left and the red umbel of a peony. The centre is occupied by various kinds of tulips, which were also given special attention by Bosschaert.Furthermore, Brueghel also included strawberries, raspberries and blackberries in his bouquet. This is because, right until modern times, no fundamental difference was made between decorative flowers and other flowers. Strawberries, for example, which blossom and bear fruit at the same time, were therefore generally included among flowers. Strawberry blossoms were regarded as flowers of paradise, as the food of children who had died prematurely and as symbols of the Virgin Mary			
		Furthermore, Brueghel also included strawberries, raspberries and blackberries in his bouquet.	What did Brueghel also include in his bouquet?	strawberries, raspberries and blackberries
		Rather, protruding upwards from a flower pot, his myriads of flowers are set against a pitch-dark background, so that the contrast gives them a luminous quality.	What do Brueghel's myriads of flowers protrude upwards from?	from a flower pot
		The center is occupied by various kinds of tulips, which were also given special attention by Bosschaert.	What is occupied by various kinds of tulips?	the center
		Unlike Bosschaert, Brueghel did not use landscapes as a background.	Who did not use landscapes as a background unlike Bosschaert?	Brueghel
		Strawberries, for example, which blossom and bear fruit at the same time, were therefore generally included among flowers.	What do strawberries bear at the same time?	fruit
		Strawberries, for example, which blossom and bear fruit at the same time, were therefore generally included among flowers.	What were for example?	strawberries
06919-b_venus.jpg	The Birth of Venus was exhibited at the Salon of 1863. It is one of the best known examples of 19th century academic painting. The picture was bought by the emperor Napoleon III; there is also a smaller replica (painted in 1875 for a banker, John Wolf) at the Metropolitan Museum of Art, New York.This painting illustrates the kind of technique that was popular at the time: polished, smooth, and meticulous - quite unlike the vigorous work of Manet, who also exhibited at the Salon. It was Cabanel who reaped every honour, including election to the Institut de France and appointment to a professorship at the �cole des Beaux-Arts			
		It was Cabanel who reaped every honor, including election to the Institut de France and appointment to a professorship at the cole des Beaux-Arts	What was Cabanel who reaped every honor to a professorship at the cole des Beaux-Arts?	academic painting
		The picture was bought by the emperor Napoleon III; there is also a smaller replica (painted in 1875 for a banker, John Wolf) at the Metropolitan Museum of Art, New York.	What was Art?	New York
		It is one of the best known examples of 19th century academic painting.	What is the Birth of Venus one of?	of the best known examples of 19th century academic painting
		The Birth of Venus was exhibited at the Salon of 1863.	What was the Birth of Venus exhibited at?	at the Salon of 1863
		The picture was bought by the emperor Napoleon III; there is also a smaller replica (painted in 1875 for a banker, John Wolf) at the Metropolitan Museum of Art, New York.	What was bought by the emperor Napoleon III?	the picture
		This painting illustrates the kind of technique that was popular at the time: polished, smooth, and meticulous- quite unlike the vigorous work of Manet, who also exhibited at the Salon.	What did Manet exhibit at?	at the Salon
34009-1renoi101.jpg	Renoir's In the Summer is not that far from Salon painting of the period. Only the free rendering of sunstruck leaves in the background and the unprettified, forthright girl indicate a new direction			
		Only the free rendering of sunstruck leaves in the background and the unprettified, forthright girl indicate a new direction	What do only the free rendering of sunstruck leaves in the background and the unprettified, forthright girl indicate?	a new direction
		Only the free rendering of sunstruck leaves in the background and the unprettified, forthright girl indicate a new direction	What indicate a new direction?	only the free rendering of sunstruck leaves in the background and the unprettified, forthright girl
03108-dolfin03.jpg	This fresco on the ceiling of the salone in Ca' Dolfin was executed by Bambini with the collaboration of the quadratura painter Antonio Felice Ferrari. A false loggia in rose marble augments the height of the room, opening it onto an expanse of sky. Arrayed among the clouds is an allegory of Venice between personifications of Virtues and the gods of Olympus, including Amphitrite riding a gigantic dolphin, an allusion to the Dolfin family.This fresco is the most Baroque creation in the field of monumental decoration in early eighteenth-century Venice			
		A false loggia in rose marble augments the height of the room, opening it onto an expanse of sky.	What does a false loggia in rose marble open the height of onto an expanse of sky?	of the room
		Arrayed among the clouds is an allegory of Venice between personifications of Virtues and the gods of Olympus, including Amphitrite riding a gigantic dolphin, an allusion to the Dolfin family.	Who is an allegory of Venice between personifications of Virtues and the gods of Olympus?	arrayed among the clouds
		A false loggia in rose marble augments the height of the room, opening it onto an expanse of sky.	What opens the height of the room onto an expanse of sky?	a false loggia in rose marble
		Arrayed among the clouds is an allegory of Venice between personifications of Virtues and the gods of Olympus, including Amphitrite riding a gigantic dolphin, an allusion to the Dolfin family.	What is an allusion to the Dolfin family?	the gigantic dolphin
		A false loggia in rose marble augments the height of the room, opening it onto an expanse of sky.	What does a false loggia in rose marble open onto an expanse of sky?	the height of the room
		A false loggia in rose marble augments the height of the room, opening it onto an expanse of sky.	What does a false loggia in rose marble open the height of the room onto?	onto an expanse of sky
13706-fresco4.jpg	"The Brera has several detached frescoes from the chapel of the Nativit&#224; della Vergine in the Franciscan church of Santa Maria della Pace in Milan. The frescoes depict scenes related to the birth and juvenile years of the Virgin, a subject on which the interest of the Franciscan Order, who played an important role in Lombardy, was focused.In his late frescoes, such as this one, Ferrari appears to have recovered the more spontaneous manner of his early work. The tormented muscular contortions and the forced gestures are simpler here, and the figures appear engaged in quiet, intense conversation. The elements of the composition are densely interwoven, yet there remains a touch of the artist's previous ""stage-set"" painting in the daring oblique perspective and the looming city, with its architectonic definition. It is as if Ferrari were painting an enormous predella in pure, decided colours that create rousing harmonies of pictorial splendour"			
		``The Brera has several detached frescoes from the chapel of the Nativit &#224; della Vergine in the Franciscan church of Santa Maria della Pace in Milan.	What has the Brera several detached from the chapel of the Nativit &#224; della Vergine in the Franciscan church of Santa Maria della Pace in Milan?	frescoes
		In his late frescoes, such as this one, Ferrari appears to have recovered the more spontaneous manner of his early work.	What does Ferrari appear to have recovered the more spontaneous manner of the Brera's early work in?	in his late frescoes
		``The Brera has several detached frescoes from the chapel of the Nativit &#224; della Vergine in the Franciscan church of Santa Maria della Pace in Milan.	What has the Brera several detached frescoes from the chapel of the Nativit &#224; della Vergine in the Franciscan church of Santa Maria della Pace in?	in Milan
		The frescoes depict scenes related to the birth and juvenile years of the Virgin, a subject on which the interest of the Franciscan Order, who played an important role in Lombardy, was focused.	What is the Virgin?	a subject
		The tormented muscular contortions and the forced gestures are simpler here, and the figures appear engaged in quiet, intense conversation.	What do the figures appear engaged in?	in quiet, intense conversation
		The frescoes depict scenes related to the birth and juvenile years of the Virgin, a subject on which the interest of the Franciscan Order, who played an important role in Lombardy, was focused.	Who is a subject?	the Virgin
00818-marco_p8.jpg	This picture is the first from the right on the predella			
		This picture is the first from the right on the predella	What is the first from the right on the predella?	this picture
37089-lamenta.jpg	Luca Signorelli completed the overall decoration of the Chapel of San Brizio in the small chapel on the far wall by the figures of Archangels Raphael (with Tobias), Gabriel and Michael (weighing souls and subjugating the devil), by Bishop Saints Brizio and Constant, and the Lamentation over the Dead Christ with Sts Faustinus and Parentius who were buried here. On the painted keystone Judith with the head of Holofernes is depicted			
08006-purgator.jpg	The painting is probably a sketch for an altarpiece produced by the Carracci workshop run by Lodovico Carracci in Bologna			
		The painting is probably a sketch for an altarpiece produced by the Carracci workshop run by Lodovico Carracci in Bologna	What is the painting probably?	a sketch for an altarpiece produced by the Carracci workshop run by Lodovico Carracci in Bologna
		The painting is probably a sketch for an altarpiece produced by the Carracci workshop run by Lodovico Carracci in Bologna	What is probably a sketch for an altarpiece produced by the Carracci workshop run by Lodovico Carracci in Bologna?	the painting
06077-couple.jpg	The painting is signed with monogram on the tablecloth: Q B 			
		The painting is signed with monogram on the tablecloth: Q B	What is the painting signed with monogram on?	on the tablecloth: Q B
		The painting is signed with monogram on the tablecloth: Q B	What is signed with monogram on the tablecloth: Q B?	the painting
		The painting is signed with monogram on the tablecloth: Q B	What is the painting signed with on the tablecloth: Q B?	with monogram
22451-rome1.jpg	The picture shows a view of the Tiber with the Ponte and Castel Sant'Angelo, the Basilica of St. Peter's beyond. Van Lint painted other vies showing the Ponte and Castel Sant'Angelo.The painting is signed and dated lower right			
		The picture shows a view of the Tiber with the Ponte and Castel Sant ` Angelo, the Basilica of St. Peter's beyond.	Who is the Basilica of St. Peter's?	Angelo
		The picture shows a view of the Tiber with the Ponte and Castel Sant ` Angelo, the Basilica of St. Peter's beyond.	What does the picture show beyond?	a view of the Tiber with the Ponte and Castel Sant ` Angelo
		The picture shows a view of the Tiber with the Ponte and Castel Sant ` Angelo, the Basilica of St. Peter's beyond.	What is Angelo the Basilica of?	of St. Peter 's
		The picture shows a view of the Tiber with the Ponte and Castel Sant ` Angelo, the Basilica of St. Peter's beyond.	What is Angelo?	the Basilica of St. Peter 's
		The picture shows a view of the Tiber with the Ponte and Castel Sant ` Angelo, the Basilica of St. Peter's beyond.	What shows a view of the Tiber with the Ponte and Castel Sant ` Angelo beyond?	the picture
		Van Lint painted other vies showing the Ponte and Castel Sant ` Angelo.	Who did Van Lint paint showing the Ponte and Castel Sant ` Angelo?	other vies
07858-07christ.jpg	The quality of Carpaccio's use of colour and his power of expression and invention decreased in his last religious paintings, for the most part executed by his assistants. But in at least two of his late works, where the subject matter stimulated his imagination, Carpaccio returned to the creative levels of his earlier periods.The Dead Christ, which in fullness and richness of colour resembles the 1520 Stoning of St Stephen, is a later version of the Meditation on Christ's Passion in the Metropolitan Museum in New York, and like it it was mentioned in 1623 in the Collection of Roberto Canonici in Ferrara as being by Andrea Mantegna.With the light accentuating the waxy pallor of his flesh, Christ is rigidly stretched out on the shiny marble slab, as though suspended in the foreground of the painting. Against the background of the rocky earth a number of symbols of death all relate to Christ's life on earth and suggest the transience of human life: we see the Virgin, supported by Mary Magdalene in front of St John, a mourning figure with his back to the spectator; St Job in meditation leaning against a tree; graves opened and violated, broken and shattered tombstones, columns and slabs			
		With the light accentuating the waxy pallor of his flesh, Christ is rigidly stretched out on the shiny marble slab, as though suspended in the foreground of the painting.	What is Christ rigidly stretched out on with the light accentuating the waxy pallor of Carpaccio's flesh?	on the shiny marble slab
		But in at least two of his late works, where the subject matter stimulated his imagination, Carpaccio returned to the creative levels of his earlier periods.	What matter stimulated Carpaccio's imagination?	the subject
		With the light accentuating the waxy pallor of his flesh, Christ is rigidly stretched out on the shiny marble slab, as though suspended in the foreground of the painting.	Who is rigidly stretched out on the shiny marble slab with the light accentuating the waxy pallor of Carpaccio's flesh?	Christ
		But in at least two of his late works, where the subject matter stimulated his imagination, Carpaccio returned to the creative levels of his earlier periods.	What did Carpaccio return to?	to the creative levels of his earlier periods
		But in at least two of his late works, where the subject matter stimulated his imagination, Carpaccio returned to the creative levels of his earlier periods.	Who returned to the creative levels of his earlier periods?	Carpaccio
		But in at least two of his late works, where the subject matter stimulated his imagination, Carpaccio returned to the creative levels of his earlier periods.	What do the subject matter stimulated?	Carpaccio's imagination
31305-depositi.jpg	On this small panel the influence of Giotto can be observed. Giotto stayed in Rimini around 1300			
		Giotto stayed in Rimini around 1300	What did Giotto stay in around 1300?	in Rimini
		On this small panel the influence of Giotto can be observed.	What can the influence of Giotto be observed on?	on this small panel
		Giotto stayed in Rimini around 1300	Who stayed in Rimini around 1300?	Giotto
		Giotto stayed in Rimini around 1300	When did Giotto stay in Rimini?	around 1300
