img	comment	related text	question	answer
15120-oldtesta.jpg	This Old Testament scene, painted by Aert the Gelder in Rembrandt's late style, perhaps represents the old Juda and his daughter-in-law Thamar. However, there are no details to confirm this assumption			
		This Old Testament scene, painted by Aert the Gelder in Rembrandt's late style, perhaps represents the old Juda and his daughter-in-law Thamar.	What is painted by Aert the Gelder in Rembrandt's late style?	the Old Testament scene
		This Old Testament scene, painted by Aert the Gelder in Rembrandt's late style, perhaps represents the old Juda and his daughter-in-law Thamar.	Who is the Old Testament scene painted by?	by Aert the Gelder in Rembrandt's late style
		This Old Testament scene, painted by Aert the Gelder in Rembrandt's late style, perhaps represents the old Juda and his daughter-in-law Thamar.	What perhaps represents the old Juda and Aert the Gelder in Rembrandt's late style's daughter-in-law Thamar?	this Old Testament scene
15904-05selfpo.jpg	The still youthful man is wearing his hair shoulder-length. His chin is raised in truculent manner, his mouth energetically shut. We are met by a melancholy gaze emanating from softly shadowed eye-orbits and lightly reddened lids, its intensity stressed by the wrinkles of rage above the root of the nose. While the man's gaze is challenging, he turns his right shoulder towards us. Intensity and dismissive pride create thus a tense contradiction. Also under tension are the physicality and the illumination. Predominantly dark, the space into which hair, throat and chest disappear almost uncontoured does include a few bright spots, but these are very specific: the emotional focus of the duskily modelled face and, above the transitional beige and green of the garment, a brightly shining piece of metal on the shoulder. This man, then, is wearing martial armour. He is, as we have known since Giorgio Vasari's mid-16-century artist biographies, none other than the painter of the picture himself.Giorgio da Castelfranco, known as Giorgione, has a prominent place in the artistic history of Venice, where he worked. Although there is little archive material to tell us much about him personally, he must, like D�rer, be seen as one of the most important innovators on the threshold of the modern age.With his musically inspired, often mysterious painting, he built a bridge between the older art of the Bellini workshop and that of the young Titian. From Leonardo's pictures, he had learned a vibrant coloration of the painterly form (sfumato) which he creatively developed, and in addition, he is supposed to have been cultured, with an interest in music and poetry.The Self-Portrait in Brunswick has been cropped, important parts which illuminate the mystery of the portrait character have been lost. However the original version can be reconstructed thanks to an etching by Wenzel Hollar dating from 1650, when Giorgione's picture was still entire. Originally, the sitter was holding the severed head of Goliath out in front of him on the balustrade that framed the picture at the bottom, adopted in other words the role of the biblical hero David.Giorgione's Self-Portrait as David is the first allegorical artist self-portrait in the history of European art			
		The still youthful man is wearing his hair shoulder-length.	What is the still youthful man wearing?	his hair shoulder-length
		Originally, the sitter was holding the severed head of Goliath out in front of him on the balustrade that framed the picture at the bottom, adopted in other words the role of the biblical hero David.	Who was holding the severed head of Goliath out in front of him on the balustrade that framed the picture at the bottom David?	the sitter
		Although there is little archive material to tell us much about him personally, he must, like Drer, be seen as one of the most important innovators on the threshold of the modern age.	Who must be seen as one of the most important innovators on the threshold of the modern age?	Giorgio da Castelfranco
		Intensity and dismissive pride create thus a tense contradiction.	What create thus a tense contradiction?	intensity and dismissive pride
		With his musically inspired, often mysterious painting, he built a bridge between the older art of the Bellini workshop and that of the young Titian.	What did Giorgio da Castelfranco build with his musically inspired, often mysterious painting?	a bridge between the older art of the Bellini workshop and that of the young Titian
		He is, as we have known since Giorgio Vasari's mid-16-century artist biographies, none other than the painter of the picture himself.	Who have known since Giorgio Vasari's mid-16-century artist biographies?	we
42050-hyacinth.jpg	For the church of Santo Spirito in Siena Francesco Vanni and his half-brother Ventura Salimbeni were commissioned for a cycle illustrating the life of Hyacinthus Odrowaz, a Krakow-born Dominican friar canonized in 1594. Vanni painted for the altar the miraculous raising by the saint of a drowned child, of which this is the sketch			
		For the church of Santo Spirito in Siena Francesco Vanni and his half-brother Ventura Salimbeni were commissioned for a cycle illustrating the life of Hyacinthus Odrowaz, a Krakow-born Dominican friar canonized in 1594.	What were Ventura Salimbeni commissioned for a cycle illustrating the life of Hyacinthus Odrowaz for?	for the church of Santo Spirito in Siena Francesco Vanni and his half-brother
		For the church of Santo Spirito in Siena Francesco Vanni and his half-brother Ventura Salimbeni were commissioned for a cycle illustrating the life of Hyacinthus Odrowaz, a Krakow-born Dominican friar canonized in 1594.	Who was Hyacinthus Odrowaz?	a Krakow-born Dominican friar canonized in 1594
		For the church of Santo Spirito in Siena Francesco Vanni and his half-brother Ventura Salimbeni were commissioned for a cycle illustrating the life of Hyacinthus Odrowaz, a Krakow-born Dominican friar canonized in 1594.	Who was a Krakow-born Dominican friar canonized in 1594?	Hyacinthus Odrowaz
08961-sti_life.jpg	The affluent citizens of Haarlem were particularly open to the refined taste displayed in breakfast still-lifes by artists like Pieter Claesz. and Willem Claesz Heda. In this painting, a half-full rummer, an overturned tazza or wine-cup, an inverted Berkemeier glass, a silver plate and a knife, together with bread, hazelnuts, a lemon cut and peeled, oysters and a little paper cone of pepper, are all artfully organised to produce a fictive effect of serendipity			
		The affluent citizens of Haarlem were particularly open to the refined taste displayed in breakfast still-lifes by artists like Pieter Claesz.	Who were particularly open to the refined taste displayed in breakfast still-lifes by artists like Pieter Claesz?	the affluent citizens of Haarlem
		The affluent citizens of Haarlem were particularly open to the refined taste displayed in breakfast still-lifes by artists like Pieter Claesz.	What were the affluent citizens of Haarlem particularly open to?	to the refined taste displayed in breakfast still-lifes by artists like Pieter Claesz
38640-knife_gr.jpg	Terborch's Knifegrinder's Family is atypical. The painter's approach gives the subject - labour and poverty - the spiritual intensity of a parable			
		Terborch's Knifegrinder's Family is atypical.	What is atypical?	Terborch's Knifegrinder's Family
		Terborch's Knifegrinder's Family is atypical.	Whose Family is atypical?	Terborch's Knifegrinder's Family
		The painter's approach gives the subject- labor and poverty- the spiritual intensity of a parable	What does the painter's approach give?	the subject- labor and poverty- the spiritual intensity of a parable
		The painter's approach gives the subject- labor and poverty- the spiritual intensity of a parable	What gives the subject- labor and poverty- the spiritual intensity of a parable?	the painter's approach
		The painter's approach gives the subject- labor and poverty- the spiritual intensity of a parable	Whose approach gives the subject- labor and poverty- the spiritual intensity of a parable?	the painter's approach
42747-tamar.jpg	In France Orientalism was closely bound up with the Romantic movement, the most important representatives of which were Delacroix and G�ricault. Beside these outstanding figures the list of painters of oriental themes extends unbroken to the end of the century and beyond. They have become known as the Orientalists throughout Europe. Horace Vernet belongs to the early French Orientalists.In Vernet's Judah and Tamar (representing a story taken from the Bible) Ingres' aestheticism is very evident in the rendering of the female body, in the beauty of line and the harmonious colouring. Generally, however, the artist has aimed for virtuosity in narrative detail and a meticulously faithful rendering of the textiles and accessories			
		In France Orientalism was closely bound up with the Romantic movement, the most important representatives of which were Delacroix and Gricault.	Where was Orientalism closely bound up with the Romantic movement?	in France
		In France Orientalism was closely bound up with the Romantic movement, the most important representatives of which were Delacroix and Gricault.	What was the most important representatives of which were Delacroix and Gricault?	the Romantic movement
		They have become known as the Orientalists throughout Europe.	Who have become known as the Orientalists throughout Europe?	painters of oriental themes
		Horace Vernet belongs to the early French Orientalists.	Who does Horace Vernet belong to?	to the early French Orientalists
		Generally, however, the artist has aimed for virtuosity in narrative detail and a meticulously faithful rendering of the textiles and accessories	Who has aimed for virtuosity in narrative detail and a meticulously faithful rendering of the textiles and accessories?	the artist
		Generally, however, the artist has aimed for virtuosity in narrative detail and a meticulously faithful rendering of the textiles and accessories	What has the artist aimed for in narrative detail and a meticulously faithful rendering of the textiles and accessories?	for virtuosity
15012-tahiti70.jpg	During his final stay in Polynesia, Gauguin produced several depictions of idols, including the sculpture that was destined to be his tombstone. The impassionate idol rising above the tangle of vegetation embodied in the artist's eyes the power of nature for which life and death are inseparable			
		During his final stay in Polynesia, Gauguin produced several depictions of idols, including the sculpture that was destined to be his tombstone.	Who produced several depictions of idols during his final stay in Polynesia?	Gauguin
		The impassionate idol rising above the tangle of vegetation embodied in the artist's eyes the power of nature for which life and death are inseparable	What do the impassionate idol rising above the tangle of vegetation embodied in the artist's eyes for which life and death are inseparable?	the power of nature
		The impassionate idol rising above the tangle of vegetation embodied in the artist's eyes the power of nature for which life and death are inseparable	What idol rising above the tangle of vegetation embodied in the artist's eyes the power of nature for which life and death are inseparable?	the impassionate
		The impassionate idol rising above the tangle of vegetation embodied in the artist's eyes the power of nature for which life and death are inseparable	What do the impassionate idol rising above the tangle of vegetation embodied in the artist's eyes the power of for which life and death are inseparable?	of nature
		During his final stay in Polynesia, Gauguin produced several depictions of idols, including the sculpture that was destined to be his tombstone.	What did Gauguin produce several depictions of during his final stay in Polynesia?	of idols
		During his final stay in Polynesia, Gauguin produced several depictions of idols, including the sculpture that was destined to be his tombstone.	What did Gauguin produce during his final stay in Polynesia?	several depictions of idols
02993-mad_chil.jpg	This altarpiece was commissioned to Baldovinetti for the Medici villa of Cafaggiolo. Represented in the painting are, from left to right, Saint Anthony Abbot, Saint Julian, Saint Lawrence, Saint John the Baptist, and Saints Cosmas and Damian. Saint Peter the Martyr (right) and Saint Francis (left) are the kneeling figures.Alessio Baldovinetti, like many other artists of his time, emerged from Beato Angelico's circle. Only apparently open to the innovations of Paolo Uccello and Domenico Veneziano, Baldovinetti actually grasped only some superficial hint of them, as for example in the vivid luminosity of his spaces, the atmospheric transparence discernible in the hyperbolic distances of his landscapes			
		This altarpiece was commissioned to Baldovinetti for the Medici villa of Cafaggiolo.	What was commissioned to Baldovinetti for the Medici villa of Cafaggiolo?	this altarpiece
		Saint Peter the Martyr and Saint Francis are the kneeling figures.	What are Saint Peter the Martyr and Saint Francis?	the kneeling figures
		Alessio Baldovinetti, like many other artists of his time, emerged from Beato Angelico's circle.	Who emerged from Beato Angelico's circle?	Alessio Baldovinetti
		Alessio Baldovinetti, like many other artists of his time, emerged from Beato Angelico's circle.	Whose circle did Alessio Baldovinetti emerge from?	from Beato Angelico's circle
		Saint Peter the Martyr and Saint Francis are the kneeling figures.	Who are the kneeling figures?	Saint Peter the Martyr and Saint Francis
		Alessio Baldovinetti, like many other artists of his time, emerged from Beato Angelico's circle.	What did Alessio Baldovinetti emerge from?	from Beato Angelico's circle
10227-1venus02.jpg	In this half life-sized painting from about 1520 the veil is not only related to the body of Venus in various ways but Cupid too is equipped with a veil which covers his eyes. Venus uses both hands to stretch the long narrow veil demonstratively across her body, directing our gaze to her breasts and pudendum. A delicate veil on Venus's diadem-crowned head completes the masking of her body. Cupid is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand			
		Cupid is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand	What is Cupid so busy with that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand?	with his blindfold
		Venus uses both hands to stretch the long narrow veil demonstratively across her body, directing our gaze to her breasts and pudendum.	What does Venus use both hands to stretch the long narrow veil demonstratively across?	across her body
		A delicate veil on Venus's diadem-crowned head completes the masking of her body.	What does a delicate veil on Venus's diadem-crowned head complete the masking of?	of her body
		In this half life-sized painting from about 1520 the veil is not only related to the body of Venus in various ways but Cupid too is equipped with a veil which covers his eyes.	Who too is equipped with a veil which covers his eyes?	Cupid
		Cupid is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand	What is Cupid so busy with his blindfold on?	that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand
		Cupid is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand	Who is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow with one hand?	Cupid
34908-01catal.jpg	The Romanesque church of San Isidoro had been built during the reign of Fernando I, the first king of Le�n and Castile, and his wife Do&#241;a Sancha, the daughter of King Alfonso V of Le�n. Its purpose was to house the relics of St Isidore of Seville which Fernando I arranged to be brought from there. Immediately after the consecration of the church in 1063, the king died. In the following years Do&#241;a Sancha had the so-called Pante�n de los Reyes built to the west of the church site. The Pante�n, the burial monument of the kings, is today the oldest part of the building. It captivates the visitor not only by its finely articulated walls and vaulting, but also thanks to its exquisitely carved capitals. The vaults and lunettes are also decorated with frescoes			
		The vaults and lunettes are also decorated with frescoes	What are the vaults and lunettes also decorated with?	with frescoes
		In the following years Do &#241; a Sancha had the so-called Panten de los Reyes built to the west of the church site.	Who did a Sancha have built to the west of the church site in the following years?	the so-called Panten de los Reyes
		The Panten, the burial monument of the kings, is today the oldest part of the building.	Who is the burial monument of the kings?	the Panten
