img	comment	related text	question	answer
42102-19studi3.jpg	The Studiolo is a tiny chamber in the Palazzo dei Priori (Palazzo Vecchio), accessible by a hidden spiral staircase. It was dedicated to the geological, mineralogical and alchemical interest of Francesco I de' Medici, son and successor of Cosimo I. Its walls are lined with two tiers of oil paintings on slate or panel that act as doors for cupboards containing Francesco's scientific books, specimens, and instruments. Two doors, not distinguished in any way from the cupboard doors, cover the only windows: Francesco preferred to work by candlelight.The intimate scale of the project allowed Vasari and his pupils to develop their imaginative abilities, technical skill, and jewel-like delicacy of colour. Eight sculptors made the bronze statuettes, and the paintings were by twenty-four artists. This precious chamber is the only sixteenth-century room in Europe to survive with its oil paintings intact			
		Eight sculptors made the bronze statuettes, and the paintings were by twenty-four artists.	What were by twenty-four artists?	the paintings
		Eight sculptors made the bronze statuettes, and the paintings were by twenty-four artists.	Who made the bronze statuettes?	eight sculptors
		Eight sculptors made the bronze statuettes, and the paintings were by twenty-four artists.	What did eight sculptors make?	the bronze statuettes
		The Studiolo is a tiny chamber in the Palazzo dei Priori (Palazzo Vecchio), accessible by a hidden spiral staircase.	What is the Studiolo?	a tiny chamber in the Palazzo dei Priori
		This precious chamber is the only sixteenth-century room in Europe to survive with its oil paintings intact	What is the only sixteenth-century room in Europe to survive with its oil paintings intact?	this precious chamber
		The Studiolo is a tiny chamber in the Palazzo dei Priori (Palazzo Vecchio), accessible by a hidden spiral staircase.	Who is a tiny chamber in the Palazzo dei Priori?	the Studiolo
08536-2still1.jpg	In the background of the painting, sections of two picture frames and a wall-covering form a slight diagonal running through the picture. In front stands a table, cut off at both ends by the sides of the picture, its lower edge only slightly above the bottom edge of the painting and is almost parallel to it. On the table, next to the vase containing the flowers, are a bottle, a plate, and another vessel. Three apples lie in the foreground, in line with the vase. The small number of carefully placed objects are organized in a skillful interplay of verticals, horizontals, and diagonals.The range of colours reflects C�zanne's striving for equilibrium. The most intense colour values are seen in the flowers, where red is juxtaposed with white, and white with green. The harmony of the picture is basically determined by the subtle range of various shades of blue, which are accompanied by contrasting orange and pale ochre, the complementary colour. Around the central blue vase, which dominates the composition, the tallest flowers form a turquoise group; as if by extension, the wall has a bluish sheen, and even the shadows of the objects assembled on the table are blue			
		In front stands a table, cut off at both ends by the sides of the picture, its lower edge only slightly above the bottom edge of the painting and is almost parallel to it.	What is a table almost parallel to in front stands?	to the picture
		The most intense color values are seen in the flowers, where red is juxtaposed with white, and white with green.	What are seen in the flowers?	the most intense color values
		Three apples lie in the foreground, in line with the vase.	What lie in the foreground?	three apples
		The harmony of the picture is basically determined by the subtle range of various shades of blue, which are accompanied by contrasting orange and pale ochre, the complementary color.	What are the complementary color?	various shades of blue
		In front stands a table, cut off at both ends by the sides of the picture, its lower edge only slightly above the bottom edge of the painting and is almost parallel to it.	What is almost parallel to the picture in front stands?	a table
		In front stands a table, cut off at both ends by the sides of the picture, its lower edge only slightly above the bottom edge of the painting and is almost parallel to it.	What is the table cut off at both ends by?	by the sides of the picture
37708-ptolemy.jpg	Spadarino is considered to be among Caravaggio's closest followers. The present painting was executed by combining dramatic chiaroscuro with a muted colour palette.Ptolemy II Philadelphus (285-247 B.C.) was the second ruler of the Ptolemaic Dynasty in Alexandria. An enlightened ruler, he demanded a translation of the first five books of the Old Testament, or Septuagint, for the Alexandrian Jews who more commonly spoke Koine Greek than Hebrew			
		Ptolemy II Philadelphus (285-247 B. C. ) was the second ruler of the Ptolemaic Dynasty in Alexandria.	What was Ptolemy II Philadelphus in Alexandria?	the second ruler of the Ptolemaic Dynasty
		An enlightened ruler, he demanded a translation of the first five books of the Old Testament, or Septuagint, for the Alexandrian Jews who more commonly spoke Koine Greek than Hebrew	Who did Ptolemy II Philadelphus demand a translation of the first five books of the Old Testament, or Septuagint, for?	for the Alexandrian Jews who more commonly spoke Koine Greek than Hebrew
		Ptolemy II Philadelphus (285-247 B. C. ) was the second ruler of the Ptolemaic Dynasty in Alexandria.	What was Ptolemy II Philadelphus the second ruler of in Alexandria?	of the Ptolemaic Dynasty
		The present painting was executed by combining dramatic chiaroscuro with a muted color palette.	What was executed by combining dramatic chiaroscuro with a muted color palette?	the present painting
		Ptolemy II Philadelphus (285-247 B. C. ) was the second ruler of the Ptolemaic Dynasty in Alexandria.	What was Ptolemy II Philadelphus the second ruler of the Ptolemaic Dynasty in?	in Alexandria
		An enlightened ruler, he demanded a translation of the first five books of the Old Testament, or Septuagint, for the Alexandrian Jews who more commonly spoke Koine Greek than Hebrew	What did Ptolemy II Philadelphus demand for the Alexandrian Jews who more commonly spoke Koine Greek than Hebrew?	a translation of the first five books of the Old Testament, or Septuagint,
31257-procris.jpg	This painting was probably part of the decoration of a palace in Florence.Despite the different datings they have been given the two panels (Death of Procris, and Venus and Mars) may have formed part of a cycle illustrating themes from ancient mythology. Considering that they stem from the hand of a Florentine artist, both demonstrate an unusual interest in landscape. The progression towards lighter colours in the background and the accompanying softening of focus reflect Leonardo da Vinci's new theories of colour.The first panel shows the death of Procris, killed by mistake, while out hunting, by a javelin which Procris had been given by King Minos and which never missed its mark. The dog on the right was also a gift from Minos			
		Despite the different datings they have been given the two panels (Death of Procris, and Venus and Mars) may have formed part of a cycle illustrating themes from ancient mythology.	What have been given the two panels may have formed part of a cycle illustrating themes from ancient mythology despite the different datings?	they
		The first panel shows the death of Procris, killed by mistake, while out hunting, by a javelin which Procris had been given by King Minos and which never missed its mark.	What does the first panel show?	the death of Procris
		The first panel shows the death of Procris, killed by mistake, while out hunting, by a javelin which Procris had been given by King Minos and which never missed its mark.	What is killed by mistake?	the death
		Considering that they stem from the hand of a Florentine artist, both demonstrate an unusual interest in landscape.	What do both demonstrate?	an unusual interest in landscape
		The first panel shows the death of Procris, killed by mistake, while out hunting, by a javelin which Procris had been given by King Minos and which never missed its mark.	Who does the first panel show the death of?	of Procris
		The dog on the right was also a gift from Minos	What was the dog on the right also?	a gift from Minos
18889-flagel_c.jpg	Guercino painted this picture in c. 1644 for one of the side altars of the church of San Bartolomeo in Vicenza. Not much earlier, around 1640, a significant change occurred in the style of the painter when, after an artistic past characterized by passionate pathos, he started to accept the classicizing ideas of Guido Reni. In this altarpiece, which includes life-size figures, the hallmarks of the master's new creative period appear in mature form			
		Not much earlier, around 1640, a significant change occurred in the style of the painter when, after an artistic past characterized by passionate pathos, he started to accept the classicizing ideas of Guido Reni.	What occurred in the style of the painter when he started to accept the classicizing ideas of Guido Reni?	around 1640
		In this altarpiece, which includes life-size figures, the hallmarks of the master's new creative period appear in mature form	What do the hallmarks of the master's new creative period appear in mature form in?	in this altarpiece
		Guercino painted this picture in c. 1644 for one of the side altars of the church of San Bartolomeo in Vicenza.	What did Guercino paint in c. 1644 for one of the side altars of the church of San Bartolomeo in Vicenza?	this picture
		Not much earlier, around 1640, a significant change occurred in the style of the painter when, after an artistic past characterized by passionate pathos, he started to accept the classicizing ideas of Guido Reni.	What was a significant change?	around 1640
		Not much earlier, around 1640, a significant change occurred in the style of the painter when, after an artistic past characterized by passionate pathos, he started to accept the classicizing ideas of Guido Reni.	What was around 1640?	a significant change
		Not much earlier, around 1640, a significant change occurred in the style of the painter when, after an artistic past characterized by passionate pathos, he started to accept the classicizing ideas of Guido Reni.	What did around 1640 occur in when he started to accept the classicizing ideas of Guido Reni?	in the style of the painter
09303-vanitas9.jpg	Edwart Collier painted almost exclusively vanitas still-lifes throughout his career. The present version was executed in 1694, the year after his arrival in London. It depicts an upturned lute, a globe turned to the Pacific Ocean, an open copy of Cardanus Rider's British Merlin, and an engraving of Caesar Octavianus Augustus.The painting is signed and dated upper right: E.Collier/ Anno 1694			
		Edwart Collier painted almost exclusively vanitas still-lifes throughout his career.	What does Edwart Collier painted almost exclusively vanitas still-lifes throughout?	throughout his career
		It depicts an upturned lute, a globe turned to the Pacific Ocean, an open copy of Cardanus Rider's British Merlin, and an engraving of Caesar Octavianus Augustus.	What depicts an upturned lute an open copy of Cardanus Rider's British Merlin, and an engraving of Caesar Octavianus Augustus?	the present version
		The painting is signed and dated upper right: E. Collier \/ Anno 1694	What is signed?	the painting
		The painting is signed and dated upper right: E. Collier \/ Anno 1694	What is dated upper right: E. Collier \/ Anno 1694?	the painting
		The present version was executed in 1694, the year after his arrival in London.	What was executed in 1694?	the present version
		The painting is signed and dated upper right: E. Collier \/ Anno 1694	What is the painting dated?	upper right: E. Collier \/ Anno 1694
15752-pieta.jpg	This typical work from the artist's mature period was executed in the 1750s in Spain			
		This typical work from the artist's mature period was executed in the 1750s in Spain	What was executed in the 1750s in Spain?	this typical work from the artist's mature period
03361-yforest1.jpg	"Originally a royal hunting preserve, Fontainebleau had been turned into a public park. The forest became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris. ""La Reine Blanche"" (Snow White) was a beautiful oak named by artists working in the forest.The painting is signed lower right: BARYE"			
		``La Reine Blanche'''' (Snow White) was a beautiful oak named by artists working in the forest.	What was ``La Reine Blanche''''?	a beautiful oak named by artists working in the forest
		The forest became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris.''	Who did the forest become a popular destination for because its rich and varied terrain was relatively accessible from Paris?	for artists
		The painting is signed lower right: BARYE''	What is the painting signed?	lower right: BARYE
		The forest became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris.''	What did the forest become for artists because its rich and varied terrain was relatively accessible from Paris?	a popular destination
		The forest became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris.''	What was a popular destination's rich and varied terrain relatively accessible from?	from Paris
		The forest became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris.''	What became a popular destination for artists because its rich and varied terrain was relatively accessible from Paris?	the forest
34480-4autodaf.jpg	Rizi's painting is impressive for its format alone. It shows one of the last great autos-da-fe in Madrid, held in the presence of King Charles II in 1680. Economically bankrupt, Spain was no longer in a position to contribute to the battle against the Turks, so the supposed heretics within the country's borders were persecuted all the more severely			
		Economically bankrupt, Spain was no longer in a position to contribute to the battle against the Turks, so the supposed heretics within the country's borders were persecuted all the more severely	What economically was no longer in a position to contribute to the battle against the Turks?	Spain
		Rizi's painting is impressive for its format alone.	What is impressive for its format alone?	Rizi's painting
		It shows one of the last great autos-da-fe in Madrid, held in the presence of King Charles II in 1680.	What is the last great autos-da-fe held in in 1680?	in the presence of King Charles II
		Rizi's painting is impressive for its format alone.	What is Rizi's painting impressive for alone?	for its format
		Economically bankrupt, Spain was no longer in a position to contribute to the battle against the Turks, so the supposed heretics within the country's borders were persecuted all the more severely	What was economically Spain no longer in?	in a position to contribute to the battle against the Turks
		It shows one of the last great autos-da-fe in Madrid, held in the presence of King Charles II in 1680.	What shows one of the last great autos-da-fe in Madrid?	Rizi's painting
28322-riverlan.jpg	Formerly this painting was attributed to Gillis van Coninxloo whose influence can be seen in this picture			
44756-apolonia.jpg	The painting was probably part of an altarpiece of St Joseph executed for a church in Seville. St Apolonia was the patron saint of the dentists, this explains the attribute in her hand			
		The painting was probably part of an altarpiece of St Joseph executed for a church in Seville.	What was the painting probably?	part of an altarpiece of St Joseph executed for a church in Seville
		The painting was probably part of an altarpiece of St Joseph executed for a church in Seville.	What was the painting probably part of?	of an altarpiece of St Joseph executed for a church in Seville
		The painting was probably part of an altarpiece of St Joseph executed for a church in Seville.	What was probably part of an altarpiece of St Joseph executed for a church in Seville?	the painting
40092-1gouach2.jpg	Lo&#239;e Fuller was an American dancer, born in Illinois. She performed in a costume made entirely of veils, illuminated by coloured reflecting lights. Lautrec portrayed her several times.The highly talented dancer appeared on the stage swathed in tulle veils which she unfolded and wound into incredible spirals with long sticks that extended her arm span, creating mysterious aureoles of light and shade			
		Lo &#239; e Fuller was an American dancer, born in Illinois.	Who was born in Illinois?	the American dancer
		Lo &#239; e Fuller was an American dancer, born in Illinois.	Who was Lo &#239; e Fuller?	an American dancer
		The highly talented dancer appeared on the stage swathed in tulle veils which she unfolded and wound into incredible spirals with long sticks that extended her arm span, creating mysterious aureoles of light and shade	What did the highly talented dancer appear on?	on the stage swathed in tulle veils which she unfolded and wound into incredible spirals with long sticks that extended her arm span
		She performed in a costume made entirely of veils, illuminated by colored reflecting lights.	What were veils illuminated by?	by colored reflecting lights
		Lo &#239; e Fuller was an American dancer, born in Illinois.	Where was the American dancer born?	in Illinois
		Lo &#239; e Fuller was an American dancer, born in Illinois.	What was an American dancer?	Lo &#239; e Fuller
40937-06virgin.jpg	This composition, showing a playful Christ Child, who lifts his mother's veil in a game of peekaboo, was conceived by Jan Gossart. It became very popular in many versions produced by other artists at the end of Gossart's life and thereafter. This larger version in Brussels was not by Gossart's hand. Other variants differ in size, shape, background design - whether interior or landscape - and in the poses of the figures			
		This larger version in Brussels was not by Gossart's hand.	What was not by Gossart's hand?	this larger version in Brussels
		Other variants differ in size, shape, background design- whether interior or landscape- and in the poses of the figures	What does interior or landscape- and in the pose of?	of the figures
		This composition, showing a playful Christ Child, who lifts his mother's veil in a game of peekaboo, was conceived by Jan Gossart.	What showed a playful Christ Child?	this composition
